题目,答案要点,难度,相关岗位,标签,题目类型
说说Node中的EventEmitter? 如何实现一个EventEmitter？,Node的EventEmitter是事件驱动架构的核心，用于实现事件订阅与发布，核心方法有on（订阅事件）、emit（触发事件）、off（取消订阅）、once（单次订阅）。实现一个简易EventEmitter需维护事件注册表（对象，键为事件名，值为回调数组），on方法将回调加入对应数组，emit方法遍历数组执行回调（传入参数），off方法移除指定回调，once方法封装回调，执行后自动取消订阅。需注意回调执行时的this指向，以及异常处理（避免单个回调报错阻塞其他回调）。,3,全栈开发/Node.js开发,Node.js、观察者模式、Reflect、class,场景题
说说对 Node 中的 Stream 的理解？应用场景？,Node中的Stream是处理流式数据的接口，基于EventEmitter实现，分为可读、可写、双工、转换流四类，核心特点是逐块处理数据，无需全量加载到内存，减少内存占用。可读流（如fs.createReadStream）用于读取数据，可写流（如fs.createWriteStream）用于写入数据，双工流（如net.Socket）可同时读写，转换流（如zlib.createGzip）可修改数据。应用场景包括大文件读写（避免内存溢出）、网络数据传输（如http响应流）、数据压缩/解压、日志实时处理等，例如用流传输大文件时，将可读流pipe到可写流，高效且低内存占用。,3,全栈开发/Node.js开发,Node.js、HTTP、WebSocket、Stream,技术知识
说说对 Node 中的 Buffer 的理解？应用场景？,Node中的Buffer用于处理二进制数据，是Uint8Array的子类，弥补了JavaScript无法直接操作二进制数据的不足，Buffer内存分配在堆外，大小固定且可高效操作。Buffer可将字符串、数组等转换为二进制，支持多种编码（utf8、base64等）。应用场景包括文件I/O（读写二进制文件）、网络I/O（处理TCP/UDP传输的二进制数据）、加密解密（处理加密后的二进制数据）、字符串与二进制转换（如base64编码解码），例如读取图片文件时，用Buffer存储二进制内容，再通过流传输或转换格式。,3,全栈开发/Node.js开发,Node.js、作用域、Buffer、const,技术知识
说说对 Node 中的 fs模块的理解? 有哪些常用方法？,Node的fs模块提供文件系统操作接口，分为同步、异步（回调）、Promise风格方法，支持文件/目录的读写、增删、查询等操作。常用方法包括：文件读写（fs.readFile/fs.writeFile，同步版fs.readFileSync/fs.writeFileSync，Promise版fs.promises.readFile）；文件权限/状态（fs.stat获取文件信息，fs.access检查文件可访问性）；目录操作（fs.mkdir创建目录，fs.readdir读取目录内容，fs.rmdir删除目录）；文件操作（fs.rename重命名，fs.unlink删除文件，fs.watch监听文件变化）。fs还支持流式操作（createReadStream/createWriteStream），适合大文件处理，异步方法避免阻塞事件循环，是Node文件操作的核心模块。,2,全栈开发/Node.js开发,Node.js、Buffer、let、const,技术知识
说说对 Node 中的 process 的理解？有哪些常用方法？,Node的process是全局对象，代表当前Node进程，提供进程相关信息和控制方法，无需引入即可使用。process包含进程属性（如pid（进程ID）、env（环境变量）、version（Node版本）），常用方法有：process.exit()退出进程；process.cwd()获取当前工作目录；process.chdir()切换工作目录；process.on('exit')监听进程退出；process.on('uncaughtException')捕获未处理异常；process.memoryUsage()获取内存使用情况；process.argv获取命令行参数；process.stdout/stderr/stdin用于标准输出/错误/输入。process可用于进程控制、获取运行环境、处理异常、交互命令行参数等场景。,3,全栈开发/Node.js开发,Node.js、Event Loop、nextTick、const,技术知识
Node. js 有哪些全局对象？,Node.js的全局对象无需引入即可在所有模块使用，核心包括：global（类似浏览器window，全局作用域）、process（进程相关）、console（控制台输出）、setTimeout/setInterval/setImmediate（定时器）、clearTimeout/clearInterval/clearImmediate（清除定时器）、Buffer（二进制处理）、__dirname（当前模块目录路径）、__filename（当前模块文件路径）、module/exports/require（模块相关，实际是模块内全局，非真正全局）。此外，还有process.nextTick（微任务）、Error（错误对象）等，这些全局对象覆盖进程控制、模块管理、定时器、二进制处理等核心能力。,3,全栈开发/Node.js开发,Node.js、作用域、Buffer、class,技术知识
说说你对Node.js 的理解？优缺点？应用场景？,Node.js是基于V8引擎的JavaScript运行时，采用单线程、非阻塞I/O、事件驱动架构，让JS可运行在服务端。优点：异步非阻塞I/O适合高并发场景（如API接口、实时通信）；JS全栈开发降低技术栈成本；丰富的npm生态，模块复用性高；轻量高效，启动快，适合微服务。缺点：单线程易受CPU密集型任务阻塞；回调嵌套（回调地狱）（可通过async/await解决）；错误处理复杂，未捕获异常易导致进程退出；部分核心模块API不稳定（早期版本）。应用场景：Web服务（RESTful API、SSR）、实时通信（WebSocket，如聊天应用）、CLI工具（如webpack、npm）、数据流处理（日志分析、ETL）、微服务（配合Docker）、物联网（设备数据采集）。,2,全栈开发/Node.js开发,Node.js、Canvas、WebSocket、JSON,技术知识
body-parser 这个中间件是做什么用的？,body-parser是Express框架的中间件，核心作用是解析HTTP请求体，将POST、PUT等请求的表单数据（application/x-www-form-urlencoded）、JSON数据（application/json）等解析为JavaScript对象，挂载到req.body上，方便后续中间件/接口获取请求参数。它支持配置解析数据的大小限制、扩展类型等，解决了Express原生无法直接解析请求体的问题，简化了请求参数处理流程，是Express处理表单和JSON请求的核心中间件，Koa中类似功能可通过koa-body实现。,2,全栈开发/Node.js开发,Node.js、HTTP、Express、const、中间件,技术知识
Koa 中，如果一个中间件没有调用 await next()，后续的中间件还会执行吗？,Koa中中间件基于洋葱圈模型，若一个中间件未调用await next()（或next()），后续中间件不会执行。因为next()是进入下一个中间件的入口，Koa中间件按注册顺序执行，未调用next()则流程终止在当前中间件，不会进入后续中间件。例如第一个中间件不调用next()，第二个及之后的中间件都不会执行，这是洋葱圈模型的核心特性，保证中间件执行的可控性。,3,全栈开发/Node.js开发,Node.js、Koa、中间件,技术知识
在没有async await 的时候，koa是怎么实现的洋葱模型？,Koa早期版本（1.x）无async/await时，基于Generator函数和co库实现洋葱圈模型。中间件是Generator函数，co库自动执行Generator迭代器，将多个Generator中间件串联：每个中间件调用yield next时，co库会执行下一个中间件的Generator函数，执行完后续中间件后，再回到当前中间件继续执行yield next后的代码。co库封装了Promise，将Generator函数转换为异步流程，实现中间件的层层进入和层层退出，模拟出洋葱圈的执行顺序，async/await是Generator+co的语法糖，本质都是基于Promise的异步流程控制。,3,全栈开发/Node.js开发,Node.js、Generator、async/await、HTTP、Koa,技术知识
koa 框架中，该怎么处理中间件的异常？,"Koa处理中间件异常主要有两种方式：一是在中间件内用try/catch捕获（async/await场景），捕获后可处理异常并响应客户端；二是通过app.on('error', (err, ctx) => {})监听全局异常，捕获未被中间件捕获的异常。此外，可封装错误处理中间件，放在中间件队列最外层，用try/catch包裹await next()，捕获后续所有中间件的异常，统一处理（如记录日志、返回错误响应）。需注意，异步异常（如Promise.reject）需通过try/catch或.catch()捕获，避免异常导致进程退出，确保异常可追溯且客户端能收到规范的错误响应。",2,全栈开发/Node.js开发,Node.js、HTTP、Koa、继承、中间件,技术知识
Node.js 如何调试？,Node.js调试有多种方式：一是命令行调试，使用node inspect 文件名启动调试，通过repl命令（如break、next、step）控制执行，查看变量；二是Chrome DevTools调试，启动时加--inspect/--inspect-brk，在Chrome中访问chrome://inspect，连接Node进程，使用断点、调用栈、控制台等调试；三是编辑器调试（如VS Code），配置launch.json，设置断点后启动调试，支持步进、变量监视、条件断点；四是日志调试，通过console.log/debug打印关键变量，或使用winston等日志库记录；五是第三方工具（如ndb），简化调试流程，提供更友好的界面。调试时需关注异步代码（如Promise、回调），确保断点命中正确执行时机。,2,全栈开发/Node.js开发,Node.js,技术知识
说说你对 koa 洋葱模型的理解,Koa的洋葱模型是中间件的执行机制，中间件按注册顺序层层进入，再层层退出。每个中间件接收ctx和next参数，调用await next()时，会暂停当前中间件，执行下一个中间件，直到所有后续中间件执行完毕，再回到当前中间件继续执行next()后的代码。例如注册A、B、C三个中间件，执行顺序为A进入→B进入→C进入→C退出→B退出→A退出，这种机制让中间件可在请求进入和响应返回时都执行逻辑（如日志中间件记录请求开始和结束时间），实现请求/响应的全生命周期处理，相比Express的线性中间件，更灵活处理前后置逻辑。,2,全栈开发/Node.js开发,Node.js、HTTP、Koa、中间件,技术知识
pm2守护进程的原理是什么？,PM2是Node.js进程管理工具，守护进程原理是通过主进程监控子进程（Node应用进程），主进程作为守护进程运行，子进程异常退出时自动重启。PM2启动时，主进程创建子进程（fork/集群模式），通过IPC通信监控子进程状态，监听子进程的exit、uncaughtException等事件；当子进程崩溃、超时或内存溢出时，主进程立即重启子进程，保证应用不中断。此外，PM2还支持负载均衡（集群模式）、日志管理、进程状态监控、热重启（无停机更新），核心是通过主从进程模型，实现对应用进程的监控和自动恢复，提升服务可用性。,2,全栈开发/Node.js开发,Node.js、进程,技术知识
koa和express有哪些不同？,Koa和Express都是Node.js Web框架，核心差异体现在：架构上，Express内置路由、静态文件等中间件，功能全面，Koa更轻量，无内置中间件，需手动集成；中间件模型，Express是线性中间件（按顺序执行，无反向执行），Koa是洋葱圈模型（中间件可进入和退出，支持前后置逻辑）；异步处理，Express早期依赖回调，Koa1基于Generator+co，Koa2支持async/await，异步处理更优雅；错误处理，Koa通过try/catch和全局error事件更易捕获异常，Express需通过回调和错误处理中间件；响应处理，Koa封装ctx（整合req/res），Express分开操作req/res，Koa的ctx更简洁。Koa更适合现代异步编程，Express兼容性好、生态成熟。,3,全栈开发/Node.js开发,Node.js、Promise、Generator、async/await、Express,技术知识
两个 Node.js 进程如何通信？,两个Node.js进程通信有多种方式：一是IPC通信，父进程通过child_process.fork创建子进程，父子进程通过send()/on('message')传递JSON数据，基于管道实现；二是网络通信，通过TCP/UDP套接字（net模块）或HTTP接口，进程间通过网络端口交换数据，跨机器也适用；三是文件共享，通过读写同一文件传递数据（适合低频、大数据量）；四是消息队列（如Redis、RabbitMQ），进程通过队列发布/订阅消息，解耦且支持多进程/跨语言；五是Unix域套接字（仅Linux/Mac），比TCP更快，适合本地进程通信。常用的是IPC（父子进程）和TCP/消息队列（跨进程/机器），需注意数据序列化（如JSON）和异常处理。,3,全栈开发/Node.js开发,Node.js、TCP、HTTP、const、进程,技术知识
npm 是什么？,npm是Node.js的包管理工具，全称为Node Package Manager，核心功能包括安装、卸载、更新、发布、管理Node.js模块。npm通过package.json管理项目依赖（分dependencies生产依赖、devDependencies开发依赖），可从npm仓库（registry.npmjs.org）下载开源模块，也可发布自定义模块。npm提供命令行工具（如npm install安装依赖、npm run执行脚本、npm publish发布模块、npm init初始化项目），支持语义化版本管理、离线缓存、私有仓库，是Node.js生态的核心，极大简化了模块复用和项目依赖管理，现代前端工程化（如Webpack、Vue/React项目）也广泛依赖npm管理依赖。,2,全栈开发/Node.js开发,Node.js,技术知识
