题目,答案要点,难度,相关岗位,标签,题目类型
C#和C++的区别？,简单的说:C 与C++ 比较的话，最重要的特性 就是C 是一种完全面向对象的语言，而C++ 不 是，另外C 是基于IL 中间语言 和.NET Framework CLR 的，在可移植性，可维 护性和强壮性都比C++ 有很大的改进。C 的设 计目标是用来开发快速稳定可扩展的应用程序， 当然也可以通过Interop和Pinvoke 完成一些底层操作 具体对比 ： 继承：C++支持多继承，C 类只能继承一个基类中的实现但可以实现多个接口。 数组：声明 C 数组和声明 C++ 数组的语法不同。在 C 中，“[]”标记出现在数组类型的后面。 数据类型：在C++中bool类可以与整型转换，但C 中bool 类型和其他类型（特别是 int）之间没有转换。long 类型：在 C 中，long 数据类型为 64 位，而在 C++ 中为 32 位。 struct 类型：在 C 中，类和结构在语义上不同。struct 是值类型，而 class 是引用类型。 switch 语句：与 C++ 中的 switch 语句不同，C 不支持从一个 case 标签贯穿到另一个 case 标签。 delegate 类型：委托与 C++ 中的函数指针基本相似，但前者具有类型安全，是安全的。 从派生类调用重写基类成员。 base 使用 new 修饰符显式隐藏继承成员。 重写方法需要父类方法中用virtual声名，子类方法用override 关键字。 预处理器指令用于条件编译。C 中不使用头文件。 C 预处理器指令 异常处理：C 中引入了 finally 语句，这是C++没有的。 C 运算符：C 支持其他运算符，如 is 和 typeof。它还引入了某些逻辑运算符的不同功能。 static 的使用，static方法只能由类名调用，改变static变量。 在构造基类上替代 C++ 初始化列表的方法。 Main 方法和 C++ 及Java中的 main 函数的声明方式不同，Main而不能用main 方法参数：C 支持 ref 和 out 参数，这两个参数取代指针通过引用传递参数。 在 C 中只能在unsafe不安全模式下才使用指针。 在 C 中以不同的方式执行重载运算符。 字符串：C 字符串不同于 C++ 字符串。 foreach:C 從VB中引入了foreach关键字使得以循环访问数组和集合。 C 中没有全局方法和全局变量：方法和变量必须包含在类型声明（如 class 或 struct）中。 C 中没有头文件和 include 指令：using 指令用于引用其他未完全限定类型名的命名空间中的类型。 C 中的局部变量在初始化前不能使用。 析构函数：在 C 中，不能控制析构函数的调用时间，原因是析构函数由垃圾回收器自动调用。 析构函数 构造函数：与 C++ 类似，如果在 C 中没有提供类构造函数，则为您自动,4,Unity客户端开发,综合,技术知识
C#引用和C++指针的区别？,C 不支持指针，但可以使用Unsafe，不安全模式，CLR不检测 C 可以定义指针的类型、整数型、实数型、struct结构体 C 指针操作符、C 指针定义 使用fixed，可以操作类中的值类型 相同点：都是地址 指针指向一块内存，它的内容是所指内存的地址；而引用则是某块内存的别名。 不同点 ： 指针是个实体，引用是个别名。 sizeof 引用”得到的是所指向的变量(对象)的大小，而“sizeof 指针”得到的是指针本身的大小； 引用是类型安全的，而指针在不安全模式下,1,Unity客户端开发,综合,技术知识
C#和C++的核心区别是什么？请从类型系统、内存管理、面向对象等方面对比说明？,C#是完全面向对象的语言，运行在.NET CLR之上；C++是多范式语言，直接编译为机器码。主要区别：(1)内存管理：C#由GC自动回收托管堆；C++需手动new/delete；(2)类型系统：C#有统一根类型Object，bool不能与int隐式转换，long固定64位；C++类型规则更松散；(3)继承：C#单根继承+多接口实现；C++支持多重继承；(4)指针：C#通常无指针（unsafe模式才有）；C++大量使用指针；(5)委托/事件：C#内置委托和event关键字；C++通过函数指针或std::function模拟；(6)预处理/头文件：C#用命名空间和using，无头文件；C++有预处理指令和头文件；(7)异常：C#有finally语句；C++没有；(8)跨平台：C#通过Mono/IL2CPP支持多平台；C++需平台相关编译。在Unity中，C#是主要开发语言，通过IL2CPP编译为原生代码部署。,2,Unity客户端开发,综合,场景题
什么是里氏替换原则？（C#多态）？,里氏替换原则(Liskov Substitution Principle LSP)⾯向对象设计的基本原则之⼀。 里氏替换原则中说，任何基类可以出现的地⽅，⼦类⼀定可以出现，作⽤⽅便扩展功能能 子类可以实现父类的抽象方法，但是不能覆盖父类的非抽象方法。 子类中可以增加自己特有的方法。 当子类覆盖或实现父类的方法时，方法的前置条件（即方法的形参）要比父类方法的输入参数更宽松。 当子类的方法实现父类的抽象方法时，方法的后置条件（即方法的返回值）要比父类更严格。,1,Unity客户端开发,综合,技术知识
请说明概述c#中代理和事件？,代理就是⽤来定义指向⽅法的引⽤。 C＃事件本质就是对消息的封装，⽤作对象之间的通信；发送⽅叫事件发送器，接收⽅叫事件接收器；,2,Unity客户端开发,委托与事件,技术知识
C#中四种访问修饰符是哪些？各有什么区别？,属性修饰符 存取修饰符 类修饰符 成员修饰符 属性修饰符： Serializable：按值将对象封送到远程服务器。 STATread：是单线程套间的意思，是⼀种线程模型。 MATAThread：是多线程套间的意思，也是⼀种线程模 型。 存取修饰符： public：存取不受限制。 private：只有包含该成员的类可以存取。 internal：只有当前⼯程可以存取。 protected：只有包含该成员的类以及派⽣类可以存 取。 类修饰符： abstract：抽象类。指示⼀个类只能作为其它类的基 类。 sealed：密封类。指示⼀个类不能被继承。理所当 然，密封类不能同时⼜是抽象类，因为抽象总是希望 被继承的。 成员修饰符： abstract：指示该⽅法或属性没有实现。 sealed：密封⽅法。可以防⽌在派⽣类中对该⽅法的 override（᯿载）。不是类的每个成员⽅法都可以作为 密封⽅法密封⽅法，必须对基类的虚⽅法进⾏᯿载， 提供具体的实现⽅法。所以，在⽅法的声明中， sealed修饰符总是和override修饰符同时使⽤。 delegate：委托。⽤来定义⼀个函数指针。C 中的事 件驱动是基于delegate + event的。 const：指定该成员的值只读不允许修改。 event：声明⼀个事件。 extern：指示⽅法在外部实现。 override：᯿写。对由基类继承成员的新实现。 readonly：指示⼀个域只能在声明时以及相同类的内 部被赋值。 static：指示⼀个成员属于类型本身，⽽不是属于特定 的对象。即在定义后可不经实例化，就可使⽤。 virtual：指示⼀个⽅法或存取器的实现可以在继承类中 被覆盖。 new：在派⽣类中隐藏指定的基类成员，从⽽实现᯿ 写的功能。 若要隐藏继承类的成员，请使⽤相同名称 在派⽣类中声明该成员，并⽤ new 修饰符修饰它。,4,Unity客户端开发,综合,场景题
Unity的协程和C#线程 之间的区别是什么？,多线程程序同时运行多个线程 ，而在任一指定时刻只 有一个协程在运行，并且这个正在运行的协同程序只 在必要时才被挂起。 除主线程之外的线程无法访问Unity3D的对象、组件、 方法。 Unity3d没有多线程的概念，不过unity也给我们提供了 StartCoroutine(协同程序)和LoadLevelAsync(异步 加载关卡)后台加载场景的方法。 StartCoroutine为什 么叫协同程序呢，所谓协同，就是当你在 StartCoroutine的函数体里处理一段代码时，利用yield 语句等待执行结果，这期间不影响主程序的继续执 行，可以协同工作。,3,Unity客户端开发,协程,技术知识
Lua如何调用C#？,三种方式 第一种：官方不推荐 第二种：如果Resource文件下的Lua文件，使用Lua的Require函数即可 第三种：如果Lua文件是下载的，使用自定义Loader可满足,2,Unity客户端开发,Lua,技术知识
面向对象的三大特点？,继承 ： 提高代码重用度，增强软件可维护性的重要手段，符合开闭原则。继承最主要的作用就是把子类的公共属性集合起来，便与共同管理，使用起来也更加方便。你既然使用了继承，那代表着你认同子类都有一些共同的特性，所以你把这些共同的特性提取出来设置为父类。继承的传递性：传递机制 a▶b; b▶c; c具有a的特性 。继承的单根性：在C 中一个类只能继承一个类，不能有多个父类。 封装 ： 封装是将数据和行为相结合，通过行为约束代码修改数据的程度，增强数据的安全性，属性是C 封装实现的最好体现。就是将一些复杂的逻辑经过包装之后给别人使用就很方便，别人不需要了解里面是如何实现的，只要传入所需要的参数就可以得到想要的结果。封装的意义在于保护或者防止代码（数据）被我们无意中破坏。 多态性 ： 多态性是指同名的方法在不同环境下，自适应的反应出不同得表现，是方法动态展示的重要手段。多态就是一个对象多种状态，子类对象可以赋值给父类型的变量。,3,Unity客户端开发,综合,技术知识
请说明简述值类型和引用类型？,"介绍 值类型 ：包含了所有简单类型（整数、浮点、bool、char）、struct、enum。 继承自System.ValueTyoe 引用类型 包含了string，object，class，interface，delegate，array 继承自System.Object 区别 值类型存储在内存栈中，引用类型数据存储在内存堆中，而内存单元中存放的是堆中存放的地址。 值类型存取快，引用类型存取慢。 值类型表示实际数据，引用类型表示指向存储在内存堆中的数据的指针和引用。 栈的内存是自动释放的，堆内存是.NET 中会由 GC 来自动释放。 值类型继承自 System.ValueType,引用类型继承自 System.Object。 值类型在栈中存储的是直接的值，引用类型数据本身实在堆中，栈中存放的是一个引用的地址。",3,Unity客户端开发,综合,技术知识
重载和重写的区别？,封装、继承、多态所处位置不同，重载在同类中，重写在父子类中。 定义方式不同，重载方法名相同参数列表不同，重写方法名和参数列表都相同。 调用方式不同，重载使用相同对象以不同参数调用，重写用不同对象以相同参数调用。 多态时机不同，重载时编译时多态，重写是运行时多态。,1,Unity客户端开发,综合,技术知识
Net与 Mono 的关系？,.Net是一个语言平台，Mono为.Net提供集成开发环境，集成并实现了.NET的编译器、CLR 和基础类库，使得.Net既可以运行在windows也可以运行于 linux，Unix，Mac OS 等。,2,Unity客户端开发,综合,场景题
C#中所有引用类型的基类是什么？,所有引用类型最终都继承自 `System.Object`；值类型继承自 `System.ValueType`，而 `System.ValueType` 本身也继承自 `System.Object`。因此从统一根类型的角度看，所有类型最终都可以视为 `Object`。,2,Unity客户端开发,综合,技术知识
请简述ArrayList和 List的主要区别？,ArrayList 不带泛型 数据类型丢失 List 带泛型 数据类型不丢失 ArrayList 需要装箱拆箱 List不需要 ArrayList存在不安全类型（ArrayList会把所有插 ⼊其中的数据都当做Object来处理）装箱拆箱的 操作（费时）IList是接⼝，ArrayList是⼀个实现了 该接⼝的类，可以被实例化 List类是ArrayList类的泛型等效类。它的大部分用法都与ArrayList相似，因为List类也继承了IList接口。最关键的区别在于，在声明List集合时，我们同时需要为其声明List集合内数据的对象类型。,1,Unity客户端开发,综合,技术知识
请说明GC 相关知识点？,GC的概念 C 内部有两个内存管理池:堆内存和栈内存。栈内存(stack)主要用来存储较小的和短暂的数据，堆内存(heap)主要用来存储较大的和存储时间较长的数据。C 中的变量只会在堆栈或者堆内存上进行内存分配，变量要么存储在栈内存上，要么处于堆内存上。 只要变量处于激活状态，则其占用的内存会被标记为使用状态，则该部分的内存处于被分配的状态。 一旦变量不再激活，则其所占用的内存不再需要，该部分内存可以被回收到内存池中被再次使用，这样的操作就是内存回收。处于栈上的内存回收及其快速，处于堆上的内存并不是及时回收的，此时其对应的内存依然会被标记为使用状态。不再使用的内存只会在GC的时候才会被回收。 垃圾回收主要是指堆上的内存分配和回收，C 中会定时对堆内存进行GC操作。 GC会带来的问题 游戏性能：GC操作是一个极其耗费事件的操作，堆内存上的变量或者引用越多则导致遍历检查时的操作变得十分缓慢，使得游戏运行缓慢，例如当CPU处于游戏性能的关键时刻，任何一个操作就会导致游戏帧率下降，造成极大的影响。 游戏内存：（unityGC采用的是非分代非压缩的标记清除算法）GC操作会产生“内存碎片化”。当一个单元内存从堆中分配出来，其大小取决于存储变量的大小。当内存被回收到堆上时，有可能被堆内存分割成碎片化的单元。（就是说总容量大小时固定的，但是单元内存较小。例如房子很大，房间很小，找不到合适的房间）即下次分配时找不到合适的储存单元，就会触发GC操作，或者堆内存扩容操作，导致GC频发发生和游戏内存越来越大。 GC触发时机 在堆内存上进行内存分配操作，而内存不够的时候都会触发垃圾回收来利用闲置的内存; GC会自动的触发，不同平台运行频率不—样; GC可以被强制执行。 如何避免GC？ 减少临时变量的使用，多使用公共对象，多利用缓存机制。（将容器定义到函数外，用到容器的时候进行修改即可） 减少new对象的次数。 对于大量字符串拼接时，将StringBuilder代替String。（string不可修改性，修改即创建一个新的string对象，旧的直接抛弃等待GC，但少量字符串拼接用string，性能优于StringBuilder） 使用扩容的容器时，例如：List，StringBuilder等，定义时尽量根据存储变量的内存大小定义储存空间，减少扩容的操作。（扩容后，旧的容器直接抛弃等待GC） 代码逻辑优化：例如计时器当大于1s后才进行文本修改，而不是每帧都修改，或者禁止在关键时候GC，影响游戏性能，可以在加载页面或者进度条的时候GC。 利用对象池：对象池是一种Unity经常用到的内存管理服务，针对经常消失生成的对象，例如子弹，怪物等，作用在于减少创建每个对象的系统开销。在我们想要对象消除时，不直接Destory，而是隐藏起来SetActive（false），放入池子中，当需要再次显示一个,5,Unity客户端开发,GC,技术知识
请说明结构体和类？,"结构体和类的区别 结构体是值类型，类是引用类型。 结构体存在栈中，类存在堆中。 结构体变量和类对象进行类型传递时,结构体变量进行的就是值传递,而类对象进行的是引用传递，或者说传递的是指针,这样在函数中改变参数值,结构体对象的值是不变的,而类对象的值是变化了。 在C 中结构体类型定义时，成员是不能初始化的,这样就导致了，定义结构体变量时,变量的所有成员都要自己赋值初始化。但对于类，在定义类时,就可以初始化其中的成员变量,所以在定义对象时,对象本身就已经有了初始值,你可以自己在重新给个别变量赋值。(注意在C++中，类的定义中是不能初始化的，初始化要放在构造函数中) 结构体不能申明无参的构造函数，而类可以。 声明了结构类型后，可以使用new运算符创建构造对象，也可以不使用new关键字。如果不使用new，那么在初始化所有字段之前，字段将保持未赋值状态且对象不可用。 结构体申明有参构造函数后，无参构造不会被顶掉。 结构体不能申明析构函数，而类可以。 结构体不能被继承，而类可以。 结构体需要在构造函数中初始化所有成员变量，而类随意。 结构体不能被静态static修饰(不存在静态结构体)，而类可以。 使用情景 结构体： 结构体是值类型在栈中，栈的存取速度比堆快，但是容量小，适合轻量级的对象，比如点、矩形、颜色。 如果对象是数据集合时，优先考虑接结构体（位置，坐标） 在变量传值的时候，希望传递对象的是拷贝，而不是对象的引用地址，这个时候就可以使用结构体。 类： 类是引用类型，存储在堆中，堆的容量大，适合重量级的对象，栈的空间不大，大量的对应当存在于堆中。 如果对象需要继承和多态特征，用类（玩家、怪物）。",2,Unity客户端开发,综合,技术知识
C#中四种访问修饰符是哪些？各有什么区别？,属性修饰符 存取修饰符 类修饰符 成员修饰符 属性修饰符： Serializable：按值将对象封送到远程服务器。 STATread：是单线程套间的意思，是⼀种线程模型。 MATAThread：是多线程套间的意思，也是⼀种线程模 型。 存取修饰符： public：存取不受限制。 private：只有包含该成员的类可以存取。 internal：只有当前⼯程可以存取。 protected：只有包含该成员的类以及派⽣类可以存 取。 类修饰符： abstract：抽象类。指示⼀个类只能作为其它类的基 类。 sealed：密封类。指示⼀个类不能被继承。理所当 然，密封类不能同时⼜是抽象类，因为抽象总是希望 被继承的。 成员修饰符： abstract：指示该⽅法或属性没有实现。 sealed：密封⽅法。可以防⽌在派⽣类中对该⽅法的 override（᯿载）。不是类的每个成员⽅法都可以作为 密封⽅法密封⽅法，必须对基类的虚⽅法进⾏᯿载， 提供具体的实现⽅法。所以，在⽅法的声明中， sealed修饰符总是和override修饰符同时使⽤。 delegate：委托。⽤来定义⼀个函数指针。C 中的事 件驱动是基于delegate + event的。 const：指定该成员的值只读不允许修改。 event：声明⼀个事件。 extern：指示⽅法在外部实现。 override：᯿写。对由基类继承成员的新实现。 readonly：指示⼀个域只能在声明时以及相同类的内 部被赋值。 static：指示⼀个成员属于类型本身，⽽不是属于特定 的对象。即在定义后可不经实例化，就可使⽤。 virtual：指示⼀个⽅法或存取器的实现可以在继承类中 被覆盖。 new：在派⽣类中隐藏指定的基类成员，从⽽实现᯿ 写的功能。 若要隐藏继承类的成员，请使⽤相同名称 在派⽣类中声明该成员，并⽤ new 修饰符修饰它。,4,Unity客户端开发,综合,技术知识
修饰符 简述private，public，protected，internal的区别？,public：对任何类和成员都公开，无限制访问 private：仅对该类公开 protected：对该类和其派生类公开 internal：只能在包含该类的程序集中访问该类 protected internal：protected + internal,1,Unity客户端开发,综合,技术知识
堆和栈的区别？,"通常保存着我们代码执行的步骤，如在代码段1中 AddFive()方法，int pValue变量，int result变量等等。 而堆上存放的则多是对象，数据等。(译者注:忽略编 译器优化)我们可以把栈想象成一个接着一个叠放在 一起的盒子。当我们使用的时候，每次从最顶部取走 一个盒子。 栈也是如此，当一个方法(或类型)被调 用完成的时候，就从栈顶取走(called a Frame，译 注:调用帧)，接着下一个。堆则不然，像是一个仓 库，储存着我们使用的各种对象等信息，跟栈不同的 是他们被调用完毕不会立即被清理掉。 GC方面：栈保持着先进后出的原则，是一片连续的内存域，有系统自动分配和维护，产生的垃圾系统自动释放。而堆是无序的，他是一片不连续的内存域，用户自己来控制和释放，如果用户自己不释放的话，当内存达到一定的特定值时，通过垃圾回收器(GC)来回收。 存储方面：栈通常保存着我们代码执行的步骤，如方法变量等等。而堆上存放的则多是对象，数据等。我们可以把栈想象成一个接着一个叠放在一起的盒子(越高内存地址越低)。当我们使用的时候，每次从最顶部取走一个盒子，当一个方法（或类型）被调用完成的时候，就从栈顶取走接着下一个。堆则不然，像是一个仓库，储存着我们使用的各种对象等信息，跟栈不同的是他们被调用完毕不会立即被清理掉。 缓存方面：栈使用的是一级缓存，他们通常都是被调用时处于存储空间中，调用完毕立即释放;堆是存放在二级缓存中，生命周期由虚拟机的垃圾回收算法来决定（并不是一旦成为孤儿对象就能被回收)。所以调用这些对象的速度要相对来得低一些。 存储方面：栈(Stack)是一种先进后出的数据结构，在内存中，变量会被分配在栈上来进行操作。堆(heap)是用于为引用类型的实例(对象),分配空间的内存区域，在堆上创建一个对象，会将对象的地址传给栈上的变量(反过来叫变量指向此对象，或者变量引用此对象) 也就是栈上的变量指向了堆上地址为XXX的实例(对象)。",4,Unity客户端开发,内存,技术知识
请说明静态构造函数？,静态构造函数既没有访问修饰符，也没有参数。 在创建第一个类实例或任何静态成员被引用时，.NET将自动调用静态构造函数来初始化类。 一个类只能有一个静态构造函数。 无参数的构造函数可以与静态构造函数共存。 最多只运行一次。 静态构造函数不可以被继承。 如果没有写静态构造函数，而类中包含带有初始值设定的静态成员，那么编译器会自动生成默认的静态构造函数。 如果静态构造函数引发异常，运行时将不会再次调用该构造函数，并且在程序运行所在的应用程序域的生存期内，类型将保持未初始化。 在类的构造函数前加上static会报什么错?为什么? 构造函数格式为public+类名如果加上 static 会报错（静态构造函数不能有访问、型的对象，静态构造函数只执行一次； 运行库创建类实例或者首次访问静态成员之前，运行库调用静态构造函数； 静态构造函数执行先于任何实例级别的构造函数； 显然也就无法使用this和 base 来调用构造函数。 一个类只能有一个静态函数，如果有静态变量，系统也会自动生成静态函数,3,Unity客户端开发,综合,技术知识
C# String类型比 stringBuilder 类型的优势是什么？,`string` 的优势是不可变、语义清晰、适合做公共 API 参数和键值，线程安全语义也更好；`StringBuilder` 的优势是频繁修改时能减少中间对象分配。少量拼接时直接用 `string` 通常够用，循环中高频拼接或构造大文本时更适合 `StringBuilder`。,4,Unity客户端开发,综合,项目经历深挖
"C#函数 Func(string a, string b)用 Lambda 表达式怎么写？","Lambda 的核心是把匿名方法写成 `(参数列表) => 表达式或代码块`。如果题目只给了参数类型，还需要先明确返回值类型，例如 `Func<string,string,int> f = (a, b) => a.Length + b.Length;`；如果没有返回值，一般改用 `Action`。在 Unity 里使用 Lambda 时还要注意闭包捕获循环变量的问题。",2,Unity客户端开发,综合,技术知识
虚函数实现原理？,每个虚函数都会有一个与之对应的虚函数表，该虚函数表的实质是一个指针数组，存放的是每一个对象的虚函数入口地址。对于一个派生类来说，他会继承基类的虚函数表同时增加自己的虚函数入口地址，如果派生类重写了基类的虚函数的话，那么继承过来的虚函数入口地址将被派生类的重写虚函数入口地址替代。 那么在程序运行时会发生动态绑定，将父类指针绑定到实例化的对象实现多态。,4,Unity客户端开发,虚函数,技术知识
指针和引用的区别？,引用不能为空，即不存在对空对象的引用，指针可以为空，指向空对象。 引用必须初始化，指定对哪个对象的引用，指针不需要。 引用初始化后不能改变，指针可以改变所指对象的值。 引用访问对象是直接访问，指针访问对象是间接访问。 引用的大小是所引用对象的大小，指针的大小，是指针本身大小，通常是4字节。 引用没有const，指针有const 引用和指针的+自增运算符意义不同。 引用不需要分配内存空间，指针需要。,1,Unity客户端开发,综合,技术知识
泛型是什么？,多个代码对 【不同数据类型】 执行 【相同指令】的情况 泛型：多个类型共享一组代码 泛型允许类型参数化，泛型类型是类型的模板 5种泛型：类、结构、接口、委托、方法 类型占位符 T 来表示泛型 泛型类不是实际的类，而是类的模板 从泛型类型创建实例 声明泛型类型》通过提供【真实类型】创建构造函数类型》从构造类型创建实例 类 泛型类型参数 性能 ：泛型不会强行对值类型进行装箱和拆箱，或对引用类型进行向下强制类型转换，所以性能得到提高 安全 ：通过知道使用泛型定义的变量的类型限制，编译器可以在一定程度上验证类型假设，所以泛型提高了程序的类型安全。,2,Unity客户端开发,综合,技术知识
foreach迭代器遍历和for循环遍历的区别？,`foreach` 语义更清晰，适合只读遍历；它依赖枚举器，遍历时通常不允许修改集合。`for` 通过索引访问，更适合需要修改元素、倒序删除或追求更强控制力的场景；在 Unity 中还要注意闭包捕获循环变量和不必要的 GC。,4,Unity客户端开发,综合,项目经历深挖
Foreach循环迭代时，若把其中的某个元素删除，程序报错，怎么找到那个元素？以及具体怎么处理这种情况？(注：Try…Catch捕捉异常，发送信息不可行)？,问题根因通常是遍历期间修改了集合，导致枚举器失效。定位时先记录当前索引、元素 key 或对象标识，确认是哪一步删除触发异常；处理上不要在 `foreach` 里直接删，改为先收集待删项，遍历结束后统一删除，或改成倒序 `for`。,2,Unity客户端开发,综合,项目经历深挖
当需要频繁创建使用某个对象时，有什么好的程序设计方案来节省内存？,优先考虑对象池。把频繁创建和销毁的对象预先实例化并复用，避免反复 `new` 和 GC，特别适合子弹、特效、临时 UI 等高频对象。实现时要注意重置对象状态、池容量上限，以及回收时机是否正确。,2,Unity客户端开发,内存,技术知识
C#的委托是什么？有何用处？,委托类似于一种安全的指针引用，在使用它时是 当做类来看待而不是一个方法，相当于对一组方 法的列表的引用，可以便捷的使用委托对这个方法集合进行操作。委托是对函数指针的封装。 用处：使用委托使程序员可以将方法引用封装在 委托对象内。然后可以将该委托对象传递给可调 用所引用方法的代码，而不必在编译时知道将调 用哪个方法。与C或C++中的函数指针不同，委托 是面向对象，而且是类型安全的。,2,Unity客户端开发,委托与事件,技术知识
C#中委托 和 接口有什么区别？各用在什么场合？,接口描述的是“一个类型应该具备哪些能力”，强调对象能力约束；委托描述的是“一个方法签名”，强调可调用逻辑的传递与回调。接口适合做模块抽象和多态设计，委托适合做事件、回调、排序策略等把行为当参数传递的场景。,1,Unity客户端开发,委托与事件,场景题
请说明接口Interface与抽象类？,概念 抽象类 当2个或多个类中有重复部分的时候，我们可以抽象出来一个基类，如果希望这个基类不能被实例化，就可以把这个基类设计成抽象类。 当需要为一些类提供公共的实现代码时，应优先考虑抽象类。因为抽象类中的非抽象方法可以被子类继承下来，使实现功能的代码更简单。 接口 当注重代码的扩展性跟可维护性时，应当优先采用接口。 接口与实现它的类之间可以不存在任何层次关系，接口可以实现毫不相关类的相同行为，比抽象类的使用更加方便灵活; 接口只关心对象之间的交互的方法，而不关心对象所对应的具体类。接口是程序之间的一个协议，比抽象类的使用更安全、清晰。一般使用接口的情况更多。 区别 接口不是类（无构造函数和析构函数），不能被实例化，抽象类可以间接实例化（可以被继承，有构造函数，可以实例化子类的同时间接实例化抽象类这个父类）。 接口只能做方法申明，抽象类中可以做方法申明，也可以做方法实现。 抽象类中可以有实现成员，接口只能包含抽象成员。因此接口是完全抽象，抽象类是部分抽象。 抽象类要被子类继承，接口要被类实现。 抽象类中所有的成员修饰符都能使用，接口中的成员都是对外的，所以不需要修饰符修饰。 接口可以实现多继承，抽象类只能实现单继承，一个类只能继承一个类但可以实现多个接口。 抽象方法要被实现，所以不能是静态的，也不能是私有的。 使用情形 使用抽象类是为了代码的复用，而使用接口的动机是为了实现多态性。 抽象类适合用来定义某个领域的固有属性，也就是本质，接口适合用来定义某个领域的扩展功能。,2,Unity客户端开发,接口与抽象类,技术知识
函数中多次使用string的+=处理，会产生大量内存垃圾（垃圾碎片），有什么好的方法可以解决？,通过StringBuilder那进行append，这样可以减少内存垃圾,2,Unity客户端开发,内存,场景题
