题目,答案要点,难度,相关岗位,标签,题目类型
POST请求的 Content-Type 常见的有哪几种？,POST常见Content-Type有application/x-www-form-urlencoded、multipart/form-data、application/json、text/plain、application/xml、application/octet-stream等，分别适用于表单、文件上传、JSON数据、纯文本、XML、二进制数据传输。,2,web前端开发/后端开发,计算机网络、GraphQL、Stream、JSON,技术知识
Blob，ArrayBuffer，Base64 分别有哪些使用场景？,Blob用于文件上传下载、多媒体处理、生成临时URL；ArrayBuffer用于图像处理、二进制数据加密、WebWorker传输；Base64用于图片内嵌网页、文本协议传输二进制数据、数据URL展示。,5,web前端开发/后端开发,计算机网络、Web Worker、WebSocket、线程,技术知识
Blob，ArrayBuffer，Base64 有什么区别？,Blob是二进制大对象，适合文件级数据操作；ArrayBuffer是内存二进制缓冲区，需通过视图读写；Base64是二进制转文本的编码方式，用于文本环境传输二进制数据，三者分别面向文件存储、内存操作、文本传输场景。,2,web前端开发/后端开发,计算机网络,技术知识
TCP 和 UDP的区别是什么？,TCP是面向连接、可靠、有序、拥塞控制的协议，开销大，适用于文件传输、网页访问；UDP是无连接、不可靠、无序、无拥塞控制的协议，开销小速度快，适用于视频通话、游戏、直播。,4,web前端开发/后端开发,计算机网络、拥塞控制、流量控制、TCP,技术知识
Http 3.0 是基于 udp 的，那么它是如何保证传输可靠性的？,HTTP/3基于QUIC协议，通过数据包唯一编号、确认应答、超时重传保证可靠传输，具备连接迁移、流控、拥塞控制、前向纠错机制，在应用层弥补UDP不可靠的缺陷。,4,web前端开发/后端开发,计算机网络、拥塞控制、TCP、UDP、HTTP,技术知识
说下 websocket 的连接原理,WebSocket先通过HTTP请求发起握手，携带Upgrade与Connection头部升级协议；服务端回复101状态码确认握手；握手成功后建立TCP持久连接，双方可双向实时通信，无需重复请求头，最后任意方可发送关闭帧断开连接。,3,web前端开发/后端开发,计算机网络、TCP、HTTP、WebSocket,技术知识
https是如何保证安全的，又是如何保证不被中间人攻击的？,HTTPS通过加密传输、身份认证、完整性校验保证安全；依靠数字证书验证、主机名校验、证书固定防止中间人攻击，确保通信双方身份合法且数据不被篡改窃取。,3,web前端开发/后端开发,计算机网络、HTTPS,技术知识
websocket 中的 Handshaking 是什么？,WebSocket握手是建立连接的过程，客户端发送带Upgrade、Connection、Sec-WebSocket-Key的HTTP请求；服务端返回101响应与Sec-WebSocket-Accept验证；客户端验证通过后连接建立，后续按WebSocket协议通信。,2,web前端开发/后端开发,计算机网络、HTTP、WebSocket,技术知识
cookie 怎么设置只在 https 时携带？,给Cookie设置secure属性，该属性使Cookie仅在HTTPS等安全协议请求中被发送，HTTP请求不会携带，提升Cookie传输安全性。,3,web前端开发/后端开发,计算机网络、Cookie、HTTPS,技术知识
HTTP1.0，HTTP1.1，HTTP2.0之间有什么区别？,HTTP/1.0默认短连接，缓存简单，不支持断点续传；HTTP/1.1默认长连接，支持断点续传、Host头、更多缓存策略与请求方法；HTTP/2采用二进制分帧、多路复用、头部压缩、服务端推送，提升传输效率。,3,web前端开发/后端开发,计算机网络、三次握手、keep-alive、TCP、HTTP,技术知识
DNS 预解析是什么？怎么实现？,DNS预解析是提前解析后续可能使用的域名并缓存，缩短解析时间，通过在HTML中添加link标签，设置rel为dns-prefetch并指定href域名实现，仅对跨域域名有效。,3,web前端开发/后端开发,计算机网络、跨域、DNS、缓存,技术知识
你知道哪些应用层协议？,常见应用层协议有HTTP、HTTPS、FTP、SMTP、POP3、IMAP、DHCP、DNS、WebSocket、TELNET等，负责不同场景的应用数据通信。,3,web前端开发/后端开发,计算机网络、HTTP、HTTPS、DNS,技术知识
TCP是怎么判断丢包的？,TCP通过序列号与确认应答机制判断丢包，发送数据后等待ACK应答，超时未收到则判定丢包并触发重传，同时通过流量控制与拥塞控制避免丢包加剧。,4,web前端开发/后端开发,计算机网络、拥塞控制、流量控制、节流,技术知识
TCP和HTTP请求之间有什么关系？,HTTP是应用层协议，基于传输层TCP协议实现可靠传输；HTTP/1.1默认TCP长连接，可复用连接发送多个请求；HTTP/2在单TCP连接上实现多路复用，HTTP请求依赖TCP连接保障传输可靠性。,2,web前端开发/后端开发,计算机网络、keep-alive、TCP、HTTP,技术知识
从存储位置看，浏览器缓存分为哪几种？,浏览器缓存按存储位置与优先级分为Service Worker缓存、内存缓存Memory Cache、硬盘缓存Disk Cache、HTTP/2推送缓存Push Cache，优先级依次降低。,3,web前端开发/后端开发,计算机网络、Service Worker、HTTP、HTTPS、缓存,技术知识
Cache-Control 有哪些常见配置值？,Cache-Control常见值有public、private、no-cache、no-store、max-age、s-maxage、must-revalidate等，分别控制缓存权限、是否验证、缓存时长与重新验证规则。,2,web前端开发/后端开发,计算机网络、HTTP、Token、缓存,技术知识
说说对TCP/IP协议的了解,TCP/IP是四层协议簇，包含应用层、传输层、网络层、数据链路层，核心协议有TCP、UDP、IP、HTTP、FTP等，定义互联网通信标准，保证数据可靠高效传输。,2,web前端开发/后端开发,计算机网络、TCP、UDP,技术知识
介绍下304过程,304是协商缓存状态码，客户端请求带If-Modified-Since或If-None-Match；服务端对比资源最后修改时间或ETag，资源未变化则返回304无响应体，客户端直接使用本地缓存。,2,web前端开发/后端开发,计算机网络、HTTP、缓存,技术知识
301、302、303、307、308 这些状态码有什么区别？,301永久重定向可缓存，允许POST转GET；302临时重定向浏览器常转GET；303强制GET重定向；307临时重定向不改变请求方法；308永久重定向不改变请求方法，均为重定向状态码。,2,web前端开发/后端开发,计算机网络、HTTPS、this、缓存,技术知识
如何理解 HTTP 代理？,HTTP代理是客户端与服务端的中间服务器，对客户端表现为服务端，对服务端表现为客户端，实现负载均衡、缓存加速、安全过滤、隐藏真实节点，通过Via、X-Forwarded-For等头部记录代理信息。,3,web前端开发/后端开发,计算机网络、HTTP、HTTPS、缓存,技术知识
说说你对cookie的理解,Cookie是浏览器存储的小型文本数据，用于记录HTTP状态，由服务端通过Set-Cookie写入，包含有效期、作用域、Secure、HttpOnly、SameSite等属性，容量4KB，每次同域请求自动携带。,3,web前端开发/后端开发,计算机网络、作用域、Cookie、HTTP,技术知识
HTTP1.1 中如何解决 HTTP 的队头阻塞问题？,HTTP/1.1 本身无法从根本上解决队头阻塞，只能通过管道化 pipelining、长连接 keep-alive、域名分片、并发多连接等方式缓解，管道化允许在一个连接上连续发送多个请求，但响应仍需按顺序返回，前一个响应阻塞仍会影响后续请求，因此实际应用中很少开启管道化，主流方案是浏览器对同一域名建立 6～8 个并行 TCP 连接分散请求压力。,2,web前端开发/后端开发,计算机网络、HTTP,技术知识
HTTP 中如何处理表单数据的提交？,HTTP 处理表单提交由 form 标签的 method 与 enctype 决定，method 为 get 时参数拼接在 URL 中，enctype 默认为 application/x-www-form-urlencoded；method 为 post 时数据放在请求体，普通文本用 application/x-www-form-urlencoded，文件上传必须用 multipart/form-data 分隔多段数据，纯文本可使用 text/plain，服务端根据 Content-Type 解析对应格式的数据。,3,web前端开发/后端开发,计算机网络、HTTP,场景题
对于定长和不定长的数据，HTTP 是怎么传输的？,HTTP 传输定长数据时，服务端在响应头中携带 Content-Length 字段明确数据长度，客户端按长度接收完成即结束；传输不定长数据时使用分块传输编码，响应头设置 Transfer-Encoding: chunked，数据被拆分为多个带长度标识的块，最后以 0 长度块结束，无需提前知道总长度，适合流式输出或动态生成内容。,2,web前端开发/后端开发,计算机网络、HTTP,技术知识
为什么说HTTP是无状态的协议？,HTTP本身不会保存任何请求或用户的状态信息，每个请求都是独立的，服务端无法直接识别连续请求来自同一个客户端，需要借助Cookie、Session、Token等方式来实现状态保持。,2,web前端开发/后端开发,计算机网络,技术知识
get 和 post 请求在缓存方面有什么区别？,GET请求会被浏览器默认缓存，可被历史记录、前进后退保留；POST请求默认不缓存，浏览器不会主动存储响应，也不会因前进后退重复提交，除非手动设置缓存头。,2,web前端开发/后端开发,计算机网络、缓存,技术知识
get 请求是否限制了传参长度？,HTTP标准本身没有限制GET传参长度，但浏览器和服务器会限制URL总长度，一般在2KB~8KB之间，超出会被截断，因此GET不适合传递大量参数。,2,web前端开发/后端开发,计算机网络、HTTP,技术知识
协商缓存中，有了 Last-Modified，为什么还会出现 ETag？,Last-Modified只能精确到秒，秒内多次修改无法识别，且文件内容不变仅修改时间也会触发更新；ETag基于文件内容生成，精度更高，能更准确判断资源是否真正变化，弥补时间戳的不足。,2,web前端开发/后端开发,计算机网络、协商缓存、ETag、Last-Modified、缓存,技术知识
Nginx支持哪些负载均衡调度算法？,Nginx支持轮询、加权轮询、IP哈希、最少连接数、最短响应时间、URL哈希、fair等负载均衡调度算法，可根据业务场景灵活配置。,3,web前端开发/后端开发,计算机网络、Nginx、缓存,技术知识
什么是负载均衡？,负载均衡是将客户端请求分发到多台后端服务器，避免单台压力过大，提升系统可用性、并发能力与稳定性，常见有硬件负载均衡和软件负载均衡两种形式。,3,web前端开发/后端开发,计算机网络、Nginx,技术知识
正向代理和反向代理分别是什么？,正向代理代理客户端，隐藏客户端真实IP，帮助客户端访问无法直接访问的资源；反向代理代理服务端，隐藏服务端真实地址，实现负载均衡、安全防护、缓存加速。,3,web前端开发/后端开发,计算机网络、代理模式、HTTP、Nginx,技术知识
nginx是什么？,Nginx是轻量级、高性能的HTTP和反向代理服务器，同时支持邮件代理与通用TCP/UDP代理，具备高并发、低内存占用、稳定性强的特点，常用于静态资源服务、反向代理、负载均衡、网关等场景。,3,web前端开发/后端开发,计算机网络、Nginx、进程、线程,技术知识
为什么部分请求中，参数需要使用 encodeURIComponent 进行转码？,URL中部分字符属于保留字符或特殊字符，直接传递会导致解析错误、参数截断或乱码，encodeURIComponent可将这些字符转为合法的URL编码格式，保证参数正确传输。,2,web前端开发/后端开发,计算机网络,技术知识
WebSocket 中的心跳是为了解决什么问题？,WebSocket心跳用于定时发送小数据包，检测连接是否存活，防止代理服务器因长时间无数据断开连接，避免假死状态，保证实时通信链路稳定。,2,web前端开发/后端开发,计算机网络、WebSocket,技术知识
说说对 WebSocket 的了解,WebSocket是基于TCP的全双工实时通信协议，一次握手后建立持久连接，支持服务端主动推送，开销小、延迟低，适用于聊天、直播、实时数据大屏等场景。,2,web前端开发/后端开发,计算机网络、WebSocket,技术知识
简单说下你对 HTTP2 的理解,HTTP/2基于二进制分帧层，支持多路复用、头部压缩、服务端推送、流优先级，在单个TCP连接上并行传输多个请求，解决HTTP/1.1队头阻塞，大幅提升传输效率。,3,web前端开发/后端开发,计算机网络、流量控制、TCP、HTTP、HTTP2,技术知识
强缓存和协商缓存分别是什么？,强缓存由Cache-Control、Expires控制，客户端直接使用本地缓存，不发请求到服务端；协商缓存需要客户端发送请求，服务端通过Last-Modified、ETag判断是否返回304，决定是否使用缓存。,4,web前端开发/后端开发,计算机网络、强缓存、协商缓存、HTTP、缓存,技术知识
Http 缓存策略，有什么区别，分别解决了什么问题？,HTTP缓存分为强缓存与协商缓存，强缓存无请求、速度最快，解决重复请求的网络开销；协商缓存可验证资源是否更新，解决缓存资源过期不一致问题，两者配合实现最优缓存效果。,4,web前端开发/后端开发,计算机网络、强缓存、协商缓存、HTTP、缓存,技术知识
什么是对象存储OSS？,对象存储OSS是海量、安全、低成本、高持久的云存储服务，以对象为单位存储数据，支持任意类型文件，具备高并发、弹性扩展、多副本容灾能力，适合静态资源、大数据、备份归档等场景。,2,web前端开发/后端开发,计算机网络、RESTful、接口、class,技术知识
什么是CDN？,CDN即内容分发网络，通过在多地部署边缘节点，将静态资源缓存到就近节点，让用户就近访问，降低延迟、减轻源站压力，提升访问速度与稳定性。,3,web前端开发/后端开发,计算机网络,技术知识
请说说cookie与session有什么区别？,Cookie存储在客户端，容量小、不安全、可持久化，每次请求自动携带；Session存储在服务端，更安全、容量更大，依赖Cookie传递SessionID，关闭浏览器会话通常失效。,2,web前端开发/后端开发,计算机网络、Cookie、缓存,技术知识
即时通讯的实现：短轮询、长轮询、SSE 和 WebSocket 间的区别？,短轮询定时发请求，实时性差、开销大；长轮询保持请求直到有数据或超时，减少请求数但仍基于HTTP单向；SSE是服务端单向推送，基于HTTP长连接；WebSocket双向全双工、实时性最高、开销最小。,2,web前端开发/后端开发,计算机网络、HTTP、WebSocket、SSE,技术知识
介绍下WebSocket,WebSocket是HTML5标准的实时通信协议，基于TCP，通过HTTP握手升级连接，建立后可双向实时通信，数据帧轻量、延迟低，支持持久连接，适合高实时性交互场景。,2,web前端开发/后端开发,计算机网络、HTTP、WebSocket,技术知识
HTTP状态码,HTTP状态码分为五类，1xx信息响应、2xx成功响应、3xx重定向、4xx客户端错误、5xx服务端错误，常见有200成功、301/302重定向、304缓存、400参数错误、401未授权、403禁止、404不存在、500服务端错误。,2,web前端开发/后端开发,计算机网络、HTTP、缓存,技术知识
HTTP协议的优点和缺点,HTTP优点是简单通用、易于实现、跨平台、无连接灵活；缺点是无状态、明文传输不安全、HTTP/1.1存在队头阻塞、头部冗余、传输效率一般。,3,web前端开发/后端开发,计算机网络、TCP、HTTP,技术知识
HTTP 1.0和 HTTP 1.1 之间有哪些区别？,HTTP/1.0默认短连接，缓存机制简单，不支持断点续传；HTTP/1.1默认长连接，支持Host头、断点续传、更多缓存策略、管道化请求与新增请求方法。,2,web前端开发/后端开发,计算机网络、TCP、HTTP、ETag,技术知识
options请求方法及使用场景,OPTIONS用于查询服务端支持的请求方法与跨域权限，浏览器跨域时会自动发起预检OPTIONS请求，确认服务端允许后再发送实际请求。,2,web前端开发/后端开发,计算机网络、跨域、CORS、缓存,技术知识
HTTP Request Header和Response Header里面分别都有哪些比较重要的字段？,请求头重要字段有Host、User-Agent、Accept、Content-Type、Cookie、Cache-Control、If-Modified-Since、If-None-Match；响应头重要字段有Set-Cookie、Cache-Control、Last-Modified、ETag、Content-Type、Location、Status。,4,web前端开发/后端开发,计算机网络、HTTP、ETag、Last-Modified,技术知识
HTTP和HTTPS的区别？,HTTP明文传输，不安全、默认80端口；HTTPS基于TLS加密传输，具备身份认证与完整性校验，更安全，默认443端口，性能略低、需要证书。,3,web前端开发/后端开发,计算机网络、TCP、HTTP、HTTPS,技术知识
HTTP 1.1和 HTTP 2.0 的区别？,HTTP/1.1基于文本协议，单连接串行请求，存在队头阻塞，头部冗余；HTTP/2二进制分帧、多路复用、头部压缩、服务端推送，单连接并行传输，效率更高。,3,web前端开发/后端开发,计算机网络、Cookie、TCP、HTTP,技术知识
HTTP的长连接和短连接分别是什么？keep-alive是干什么的？,短连接是请求完成立即断开TCP连接；长连接是一次TCP连接可发送多个请求，keep-alive用于开启并设置长连接超时时间，减少TCP握手开销，提升效率。,2,web前端开发/后端开发,计算机网络、拥塞控制、keep-alive、TCP,技术知识
常见的HTTP请求方法,常见HTTP请求方法有GET、POST、PUT、DELETE、HEAD、OPTIONS、PATCH、TRACE、CONNECT，分别用于查询、提交、修改、删除、获取头、预检、部分更新、追踪、代理等。,3,web前端开发/后端开发,计算机网络、跨域,技术知识
GET和POST的请求的区别？,GET用于查询，参数在URL，长度受限、可缓存、幂等、历史记录保留；POST用于提交数据，参数在请求体，无长度限制、默认不缓存、不幂等、更安全。,3,web前端开发/后端开发,计算机网络、HTTP、缓存,技术知识
DNS协议介绍,DNS是域名系统，将域名解析为IP地址，采用分布式数据库，基于UDP/TCP，默认53端口，负责域名到IP的映射，是互联网访问的基础协议。,3,web前端开发/后端开发,计算机网络、三次握手、HTTP、DNS,技术知识
TCP链接为什么会采用三次握手，而不是两次或者四次呢？,三次握手可确认双方收发能力正常，防止失效连接请求导致服务端资源浪费，保证连接可靠建立；两次握手无法确认客户端接收能力，四次握手多余，三次最合理高效。,4,web前端开发/后端开发,计算机网络、三次握手,技术知识
URI、URL、URN分别是什么？,URI统一资源标识符，用于标识任何资源；URL统一资源定位符，是URI的一种，指明资源位置与访问方式；URN统一资源名称，唯一标识资源不指定位置，三者为包含关系。,2,web前端开发/后端开发,计算机网络,技术知识
什么是跨域？,跨域是浏览器同源策略限制，当协议、域名、端口任意一个不同时，请求会被拦截，无法正常获取数据，需要通过CORS、JSONP、代理等方式解决。,2,web前端开发/后端开发,计算机网络、同源策略、跨域、接口,技术知识
