题目,答案要点,难度,相关岗位,标签,题目类型
Node 和 Element 是什么关系？,Node是DOM的基类，Element、Text、Comment都继承自Node，Element是Node的子类，仅代表HTML元素节点。Node的方法会返回文本、注释、元素等所有类型节点，Element的方法仅返回元素节点，如childNodes返回所有子节点，children仅返回子元素节点。,2,web前端开发,HTML、继承,技术知识
导致页面加载白屏时间长的原因有哪些，怎么进行优化？,白屏时间长主要因DNS解析慢、TCP连接耗时、服务器响应慢、JS阻塞DOM解析、CSS阻塞JS执行、首屏资源体积大等。优化可开启DNS缓存与预解析，使用CDN与资源压缩，精简HTML、CSS、JS代码，内联首屏关键CSS，用defer、async异步加载JS，对非首屏图片与资源做懒加载，合理放置脚本位置减少解析阻塞。,4,web前端开发,HTML、三次握手、预加载、Gzip,技术知识
如何控制 input 输入框的输入字数？,控制input输入框字数可使用maxlength原生属性直接限制最大字符数，也可监听input事件，在事件回调中对输入内容进行处理，手动截取或限制字符长度，实现输入字数的控制。,2,web前端开发,HTML,技术知识
渐进式jpg有了解过吗？,渐进式JPEG是JPEG的压缩模式，加载时先呈现模糊轮廓，再逐步清晰显示，能提升用户等待体验，避免长时间空白。兼容Chrome、Firefox、IE9及以上主流浏览器，不支持的浏览器会将其当作普通JPEG加载，适合大尺寸图片场景。,2,web前端开发,HTML,技术知识
假设我要上传图片，怎么在选择图片后，通过浏览器预览待上传的图片？,实现图片预览可使用window.URL.createObjectURL方法将文件对象转为临时路径赋值给img的src，也可使用FileReader读取器，创建实例后调用readAsDataURL方法读取文件，在onload事件中将result属性值赋值给img的src，两种方式都需先从input的files集合中获取选中的文件数据。,2,web前端开发,HTML,技术知识
怎么实现“点击回到顶部”的功能？,"实现点击回到顶部可使用锚点链接跳转至页面顶部锚点，设置元素scrollTop属性为0，调用scrollTo(0,0)方法，通过scrollBy逆向滚动页面高度，或使用scrollIntoView方法让顶部元素进入可视区域，这些方式都能快速实现回到顶部的效果。",2,web前端开发,HTML,技术知识
SPA应用怎么进行SEO？,SPA单页面应用因客户端渲染导致爬虫难以抓取内容，SEO优化可采用SSR服务端渲染，由服务器返回含完整数据的HTML页面，首屏加载快且利于SEO，但服务器压力大；也可使用预渲染，构建时为指定路由生成静态HTML文件，提升SEO效果，缺点是首屏加载慢、编译耗时。,2,web前端开发,HTML、SSR、编译,技术知识
如何实现SEO优化？,SEO优化分为内部优化和外部优化，内部优化包括完善title、keywords、description等meta标签，优化网站内部链接，保持内容持续更新，使用SSR服务端渲染；外部优化包括丰富外部链接类型，稳定添加外链，与优质相关网站交换友情链接，提升网站权重与排名。,1,web前端开发,HTML、SSR,技术知识
SEO是什么？,SEO即搜索引擎优化，是遵循搜索引擎检索规则，通过合理规划网站结构、内容建设、用户互动等方式，提高网站在搜索引擎自然排名的方法，目的是从搜索引擎获取更多免费流量，让网站更适配搜索引擎的索引与抓取原则。,2,web前端开发,HTML、SEO,技术知识
SEO的原理是什么？,SEO原理围绕搜索引擎工作流程，搜索引擎通过蜘蛛程序爬行抓取网页，跟踪链接发现新网址，对抓取网页分解分析完成索引，记录文字、关键词、样式等信息。用户输入搜索词后，搜索引擎对搜索词分词、去重处理，从索引库匹配相关网页，通过算法计算相关性与权重，按规则排序后返回结果，SEO就是优化网站适配该流程以提升排名。,2,web前端开发,HTML、排序、SEO,技术知识
DNS 预解析是什么？怎么实现？,DNS预解析即dns-prefetch，是前端性能优化手段，让浏览器提前解析后续可能用到的跨域域名，将结果缓存到系统，缩短DNS解析时间。实现方式是添加link标签，设置rel为dns-prefetch并指定目标域名，可与preconnect搭配使用，优化跨域请求延迟，仅针对跨域域名使用，避免过量解析造成网络负担。,3,web前端开发,HTML、跨域、DNS、缓存,技术知识
HTML5 有哪些 drag 相关的 API ？,HTML5拖拽相关API包含一系列事件，dragstart在拖拽开始时触发，drag在拖拽过程中持续触发，dragenter在元素进入目标区域时触发，dragover在元素在目标区域内移动时触发，dragleave在元素移出目标区域时触发，drop在元素被放置时触发，dragend在拖拽结束时触发。,2,web前端开发,HTML,技术知识
浏览器乱码的原因是什么？如何解决？,浏览器乱码主要因网页源代码、内容、数据库数据的编码不一致，或浏览器无法自动检测编码导致。解决方法是统一页面、数据、源代码编码，优先使用UTF-8，数据库输出数据时做好转码处理，也可在浏览器中手动切换编码格式，保证编码一致即可避免乱码。,2,web前端开发,HTML、进程,技术知识
Canvas和SVG有什么区别？,SVG是基于XML的矢量图形，不依赖分辨率，支持事件处理器，适合地图等大型渲染区域，复杂度高会影响渲染速度，不适合游戏；Canvas是依赖分辨率的画布，通过JS逐像素绘制，不支持事件处理器，文本渲染弱，可保存为图片，适合图像密集型游戏等频繁重绘场景。,3,web前端开发,HTML、Canvas、重绘、DOM,技术知识
浏览器是如何对 HTML5 的离线储存资源进行管理和加载？,在线时浏览器检测到页面的manifest属性后请求清单文件，首次访问按清单下载资源并离线存储，再次访问先使用本地资源，同时对比清单是否更新，更新则重新下载资源；离线时浏览器直接加载本地已存储的离线资源，无需请求网络。,2,web前端开发,HTML,技术知识
HTML5的离线储存怎么使用，它的工作原理是什么？,HTML5离线存储基于manifest清单文件，原理是按清单缓存资源，离线时使用本地缓存展示页面。使用时创建manifest文件，在html标签添加manifest属性，在清单中配置CACHE存储资源、NETWORK仅在线资源、FALLBACK替代资源，更新缓存可修改清单、通过JS操作或清除浏览器缓存，浏览器对离线存储有容量限制，清单加载失败会导致缓存更新失败。,4,web前端开发,HTML、Cookie、缓存,技术知识
img的srcset属性的作⽤？,img的srcset属性用于响应式图片加载，可根据屏幕密度、视口宽度等条件，让浏览器自动选择加载不同尺寸或分辨率的图片，结合sizes属性可根据视口宽度匹配最优图片，提升页面加载效率与显示清晰度。,2,web前端开发,HTML、响应式,技术知识
label标签有什么用？,label标签用于定义表单控件的关联关系，点击label标签时，浏览器会自动将焦点转移到与其绑定的表单控件上，通过for属性关联控件id，提升表单操作的便捷性与可用性。,2,web前端开发,HTML,技术知识
js和css是如何影响DOM树构建的？,CSS不会阻塞DOM解析，但会阻塞JS执行，JS会直接阻塞DOM解析，最终CSSOM影响DOM渲染。浏览器解析到script标签时暂停DOM解析，执行内嵌或下载执行外部JS，若脚本前有CSS样式，需等待CSS下载并生成CSSOM后再执行JS，浏览器预解析线程可提前下载资源优化阻塞问题，async和defer可实现脚本异步加载。,3,web前端开发,HTML、CDN、节流、DOM,技术知识
CSSOM树和DOM树是同时解析的吗？,浏览器解析HTML生成DOM树，遇到CSS标签时同步解析CSS生成CSSOM树，两者可并行解析不阻塞，但若解析过程中遇到JS脚本，且CSSOM未构建完成，需等待CSSOM构建完毕后再执行JS，之后恢复DOM解析，此时会出现解析阻塞。,2,web前端开发,HTML,技术知识
如何实现浏览器内多个标签页之间的通信？,浏览器多标签页通信可使用Broadcast Channel API实现同源广播通信，利用localStorage共享存储并监听storage事件，通过SharedWorker供同源标签页共享通信，借助WebSocket经服务器中转通信，使用postMessage实现有依赖关系的窗口通信，也可通过定时器配合Cookies实现简单通信，但该方式资源消耗较高。,2,web前端开发,HTML、跨域、localStorage、Cookie,技术知识
说说你对以下几个页面生命周期事件的理解：DOMContentLoaded，load，beforeunload，unload,DOMContentLoaded在HTML解析完成、DOM树构建后触发，此时外部资源可能未加载完成；load在页面所有资源加载完成后触发；beforeunload在用户即将离开页面时触发，可弹出确认提示；unload在用户完全离开页面时触发，适合执行发送统计数据等简单操作。script脚本会阻塞DOMContentLoaded触发，外部样式表若在脚本前会间接阻塞该事件。,2,web前端开发,HTML、keep-alive、接口、DOM,技术知识
使用input标签上传图片时，怎样触发默认拍照功能？,使用input标签上传图片并触发默认拍照功能，需给input设置capture属性，该属性用于指定媒体拍摄方式，可选值有user前置摄像头、environment后置摄像头、camera相机、camcorder摄像机、microphone录音，设置后移动设备会直接唤起对应拍摄功能。,2,web前端开发,HTML,技术知识
input上传文件可以同时选择多张吗？怎么设置？,input上传文件支持同时选择多张，只需在input标签上添加multiple属性，添加后用户可在文件选择窗口中通过快捷键选中多个文件，实现多文件同时上传。,2,web前端开发,HTML,技术知识
如何禁止input展示输入的历史记录？,禁止input输入框展示历史记录，需给input设置autocomplete属性为off，该属性控制输入字段是否启用自动完成功能，设置后浏览器不会记录并展示该输入框的历史输入内容。,2,web前端开发,HTML,技术知识
能否使用自闭合script标签引入脚本文件？,不能使用自闭合script标签引入脚本文件，自闭合标签属于XML语法而非HTML语法，HTML中只有img、meta、link等空元素或svg等外部元素可自闭合，script标签不属于此类，必须使用完整的开启和闭合标签。,2,web前端开发,HTML,技术知识
iconfont是什么？有什么优缺点？,iconfont即字体图标，本质是包含符号字形的字体，可通过CSS像文本一样设置样式。优点是可自由应用CSS样式、矢量可伸缩、请求少加载快、体积小、兼容性好；缺点是无法展示复杂图像，大多仅支持单色，基于固定网格设计，修改尺寸可能影响显示效果。,2,web前端开发,HTML、HTTP,技术知识
页面统计数据中，常用的 PV、UV 指标分别是什么？,PV即页面访问量，用户每次访问页面都会记录一次，同一页面多次访问会累计，用于衡量页面访问数量；UV即独立访客，代表访问网站的自然人，同一客户端在一天内无论访问多少次都仅计算一次，用于统计独立用户数量。,2,web前端开发,HTML,技术知识
mete标签中的viewport 有什么用？,"meta标签中的viewport用于设置移动端页面可视区域，适配移动设备显示，避免页面挤压错位。可设置页面宽度、初始缩放比例、最大与最小缩放比例、是否允许手动缩放等参数，常用配置为width=device-width,initial-scale=1.0，让页面宽度适配设备屏幕，保证移动端显示效果。",2,web前端开发,HTML,技术知识
style标签写在body后与body前有什么区别？,style标签写在body前即head内，会优先加载解析样式，页面渲染时直接应用，无延迟；写在body后，浏览器会先解析部分body内容，遇到样式后暂停渲染，等待样式加载解析完成后重新渲染，低版本IE中可能出现FOUC样式闪烁问题，影响页面展示体验。,2,web前端开发,HTML,技术知识
webSocket如何兼容低浏览器？,WebSocket在低版本浏览器兼容性差，可通过降级方案兼容，常用方式有使用Adobe Flash Socket模拟通信、借助ActiveX HTMLFile适配IE、基于multipart编码发送XHR、采用长轮询的XHR方式，通过这些方案实现类似WebSocket的实时通信效果。,2,web前端开发,HTML、WebSocket,技术知识
说说 HTML、XML、XHTML 的区别？,HTML是超文本标记语言，语法松散不严格，用于创建网页；XML是可扩展标记语言，无固定标签，主要用于存储数据和定义结构；XHTML是基于XML的超文本标记语言，作用与HTML一致，但语法更严格，要求标签闭合、嵌套规范、属性格式统一。,2,web前端开发,HTML,技术知识
标签上title属性与alt属性的区别是什么？,alt属性是图片的替代文本，在图片加载失败或屏幕阅读器读取时展示，用于说明图片内容，长度需简洁；title属性是元素的提示性信息，鼠标悬浮时显示，属于非必要的额外说明，不影响元素核心功能与可访问性。,2,web前端开发,HTML,技术知识
页面导入样式时，使用link和@import有什么区别？,link是HTML标签，@import是CSS提供的导入规则；页面加载时link同步加载，@import等待页面加载完成后加载；@import仅支持IE5以上浏览器，link无兼容问题；link引入的样式权重高于@import引入的样式，开发中优先使用link导入外部样式。,2,web前端开发,HTML,技术知识
简述 html 页面渲染过程,HTML页面渲染先解析HTML生成DOM树，再解析CSS生成CSSOM树，两者合并构建渲染树，排除无需渲染的节点，接着计算元素位置大小完成布局，最后绘制页面。DOM或CSSOM修改会触发重复渲染，修改不影响布局的样式触发重绘，改变元素尺寸位置触发重排。,3,web前端开发,HTML、重排、重绘、DOM,技术知识
HTML5 有哪些新特性？,HTML5新增header、nav、footer、aside、section、article等语义化标签，新增audio、video音视频标签，提供localStorage、sessionStorage本地存储，支持Canvas画布、地理定位、WebSocket通信，input标签新增placeholder、autocomplete等属性，还扩展了history API，丰富页面交互与历史管理能力。,2,web前端开发,HTML、Canvas、localStorage、sessionStorage,技术知识
DOCTYPE 标签有什么用？,DOCTYPE声明位于HTML文档开头，告知浏览器文档类型与渲染标准，避免浏览器进入怪异渲染模式，HTML5的DOCTYPE声明极简，仅需<!DOCTYPE html>，缺少该声明会导致浏览器无法正确识别文档类型，页面渲染异常。,2,web前端开发,HTML,技术知识
HTML 标签中的 src 和 href 有什么区别？,href是超文本引用，用于建立当前文档与目标资源的链接关系，浏览器解析时不阻塞页面处理；src用于将资源下载嵌入页面，如图片、脚本、iframe等，浏览器解析时会暂停页面解析，等待资源下载完成，官方推荐用link而非@import引入样式也与此特性相关。,2,web前端开发,HTML、import,技术知识
iframe是什么？有哪些优缺点？,iframe是内联框架标签，可在当前页面嵌入另一个网页内容。优点是能完整展示嵌入页面，多页面复用便于修改维护，可隔离加载缓慢的第三方内容；缺点是页面多难以管理，框架结构易造成视觉混乱，不利于SEO，移动端兼容性差，增加请求次数，阻塞页面onload事件，影响加载体验。,2,web前端开发,HTML,技术知识
canvas在标签上设置宽高，与在style中设置宽高有什么区别？,canvas标签上的width和height是画布实际物理尺寸，决定画布像素数量与绘制区域；style中的宽高是canvas在页面中的渲染展示尺寸，属于缩放后的显示大小，两者比例不一致会导致画布内容拉伸变形，未设置标签宽高时canvas使用默认尺寸。,2,web前端开发,HTML、Canvas,技术知识
如何禁用a标签跳转页面或定位链接？,禁用a标签跳转可从属性和事件两方面实现，设置href属性为javascript:void(0)或#并阻止默认行为，也可在JS中绑定点击事件并调用preventDefault()阻止默认跳转，还可通过CSS设置pointer-events:none，让标签不响应鼠标点击事件。,2,web前端开发,HTML,技术知识
什么是 HTML 语义化？,HTML语义化是用标签本身的含义展示页面结构，而非仅靠视觉效果，如用h1表示标题、p表示段落、strong表示强调。语义化代码结构清晰，利于搜索引擎抓取、不同设备解析，也便于团队开发与维护，样式丢失时页面仍能保持合理结构展示。,2,web前端开发,HTML、语义化,技术知识
script 标签中， async 和 defer 两个属性有什么用途和区别？,async和defer用于实现script脚本异步加载，避免阻塞DOM渲染。defer脚本异步下载，等待HTML解析完成后按标签顺序执行，在DOMContentLoaded前触发；async脚本异步下载，加载完成后立即执行，执行顺序不固定，谁先加载完谁先执行。,2,web前端开发,HTML,技术知识
常用的 meta 元素有哪些？,常用meta元素包括charset指定页面编码，name属性搭配content设置作者、关键词、页面描述、viewport视图、主题颜色等，http-equiv搭配content设置刷新、渲染版本、缓存机制等，property搭配content用于网页富媒体展示，提升页面在引用时的展示效果，这些meta元素为页面提供元数据，对SEO和页面渲染至关重要。,3,web前端开发,HTML、Generator、HTTP、缓存,技术知识
