题目,答案要点,难度,相关岗位,标签,题目类型
React.memo() 和 useMemo() 的用法是什么，有哪些区别？,React.memo()是高阶组件，用于包装函数组件，实现组件的浅比较缓存，当组件的props未发生浅变化时，跳过组件的重新渲染，用法为将目标组件作为参数传入React.memo()，还可传入第二个可选参数自定义比较函数，判断props是否变化。useMemo()是React的Hook，用于缓存计算结果，接收一个计算函数和依赖数组，仅当依赖数组中的值发生变化时，才重新执行计算函数并返回新结果，否则返回缓存的结果，避免每次渲染都执行昂贵的计算。二者核心区别在于作用对象和场景，React.memo()针对整个组件，优化的是组件渲染次数，适用于纯函数组件避免不必要的重渲染；useMemo()针对组件内的计算逻辑，优化的是计算开销，适用于渲染过程中耗时的计算场景，且useMemo()需在函数组件内使用，React.memo()用于包装函数组件。,3,web前端开发,性能优化、useState、useEffect、useMemo,技术知识
导致页面加载白屏时间长的原因有哪些，怎么进行优化？,页面加载白屏时间长的原因主要包括：JS文件阻塞渲染，如script标签放在head且无async/defer，导致DOM解析暂停；首屏资源体积过大，如未压缩的JS/CSS、高清大图，加载耗时久；网络延迟高，DNS解析、TCP连接、HTTP请求耗时过长；服务器响应慢，返回页面数据延迟；首屏关键CSS未内联，外部CSS加载阻塞渲染；SPA应用首屏渲染依赖前端路由和数据请求，JS加载解析完成前无法渲染内容。优化手段包括：将非核心JS异步加载（async/defer），内联首屏关键CSS，压缩并拆分大体积资源，利用HTTP缓存和Service Worker缓存静态资源；优化网络层面，开启DNS预解析、使用CDN加速资源加载，减少HTTP请求数；服务端层面优化接口响应速度，SPA应用采用SSR或预渲染提升首屏渲染速度；减少首屏不必要的渲染任务，懒加载非首屏资源，同时优化DOM结构，减少渲染层级，提升渲染效率。,3,web前端开发,性能优化、三次握手、预加载、Gzip,技术知识
如果一个列表有 100000 个数据，这个该怎么进行展示？,展示10万条数据的列表，核心是避免一次性渲染所有数据导致DOM节点过多、主线程阻塞，常用方式是虚拟列表（虚拟滚动），即仅渲染可视区域内的列表项，当用户滚动时，动态计算并渲染当前可视区域的内容，同时销毁离开可视区域的节点，复用DOM元素减少创建和销毁开销。实现时可确定可视区域的高度和单个列表项的高度，计算可视区域能显示的项数，维护一个数据窗口，只截取对应范围内的数据渲染；也可结合滚动事件和requestAnimationFrame优化渲染时机，避免频繁触发重绘；对于数据加载，可分片获取数据，先加载可视区域附近的数据，剩余数据异步加载，同时对列表项做缓存和复用，减少重复渲染，还可通过节流控制滚动事件的触发频率，提升滚动流畅度。,3,web前端开发,性能优化、虚拟列表、懒加载,技术知识
DNS 预解析是什么？怎么实现？,"DNS预解析是浏览器的一种优化机制，指浏览器在空闲时提前解析页面中可能用到的域名，将解析得到的IP地址缓存起来，当后续请求该域名的资源时，可跳过DNS解析步骤，减少网络请求的延迟。实现DNS预解析可通过两种方式，一是在HTML中添加<link rel=""dns-prefetch"" href=""https://目标域名.com"">标签，明确指定需要预解析的域名；二是服务器端设置响应头X-DNS-Prefetch-Control为on，开启浏览器的DNS预解析功能（部分浏览器默认开启，该响应头用于确认启用），需注意避免对不必要的域名进行预解析，防止浪费浏览器资源，同时预解析仅对跨域域名有效，同域域名无需额外设置。",3,web前端开发,性能优化、跨域、HTTPS、DNS,场景题
在 React 中可以做哪些性能优化？,React中的性能优化可从组件渲染、数据处理、资源加载等维度展开，首先利用React.memo()缓存纯函数组件，避免props未变化时的重渲染；使用useMemo()缓存昂贵计算的结果，useCallback()缓存函数引用，防止因函数重新创建导致子组件重渲染；合理使用React.lazy()和Suspense实现组件懒加载，拆分代码块减少首屏加载体积；优化组件状态管理，将状态下沉到需要的组件，避免顶层组件频繁更新导致全量重渲染，使用Context时尽量细分Context，减少无关组件的重渲染；避免在渲染阶段执行耗时操作，将计算逻辑移到effect或外部函数；使用虚拟列表优化长列表渲染，减少DOM节点数量；开启React的生产环境构建，去除开发环境的冗余代码和警告；还可通过shouldComponentUpdate（类组件）自定义更新逻辑，以及优化事件处理，采用事件委托减少事件绑定数量，同时优化第三方库的引入，按需加载避免体积过大。,4,web前端开发,性能优化、垃圾回收、this、const,技术知识
浏览器为什么要请求并发数限制？,浏览器设置请求并发数限制，核心原因是为了平衡网络资源占用和服务器负载，同时遵循TCP/IP的拥塞控制机制。早期HTTP/1.1协议下，浏览器对同一域名的并发请求数限制（通常为6个左右），一是避免单个浏览器向服务器发送大量并发请求，导致服务器资源耗尽，影响服务的稳定性和其他用户的访问；二是减少网络拥塞，大量并发请求会占用过多带宽，导致网络延迟增加，反而降低整体请求效率；三是操作系统对单个进程的网络套接字数量有限制，浏览器作为单个进程，无法无限制创建网络连接；此外，HTTP/1.1的长连接机制下，过多并发请求会导致连接复用效率降低，而并发数限制可提升连接复用率，优化请求效率，虽然HTTP/2支持多路复用，可在单个连接上并发请求，但浏览器仍会保留一定的并发数限制，防止极端情况下的资源滥用。,2,web前端开发,性能优化、线程,技术知识
如何确定页面的可用性时间，什么是 Performance API？,"确定页面的可用性时间主要依据核心性能指标，通常以TTI（Time to Interactive，可交互时间）为核心，即页面首次完全可交互的时间点，具体为最后一个长任务完成后，后续5秒内网络和主线程空闲，此时用户操作能被浏览器及时响应；也可参考FID（首次输入延迟）判断交互响应能力，或结合DOMContentLoaded、Load事件辅助判断，但TTI更贴合用户感知的可用性。Performance API是浏览器提供的用于获取页面性能数据的接口，包含多个子接口如PerformanceTiming、PerformancePaintTiming、PerformanceEntry等，可通过performance对象访问，能获取DNS解析、TCP连接、资源加载、页面渲染等全链路的性能数据，比如performance.getEntriesByName(""first-contentful-paint"")可获取FCP时间，performance.timing可获取页面加载各阶段的时间戳，开发者可通过这些API量化页面性能，确定可用性时间，也可结合Lighthouse等工具，基于Performance API的数据生成报告，分析页面可用性。",2,web前端开发,性能优化、var,技术知识
谈谈对 window.requestAnimationFrame 的理解,window.requestAnimationFrame是浏览器提供的用于优化动画渲染的API，其核心作用是让动画与浏览器的刷新频率同步，通常浏览器刷新率为60Hz（约16.6ms/帧），该API会在浏览器下一次重绘前调用指定的回调函数，确保动画帧渲染时机精准，避免出现卡顿、掉帧。与setTimeout/setInterval实现动画相比，requestAnimationFrame由浏览器统一调度，在页面处于后台标签时会暂停执行，节省CPU和GPU资源，且能自动适配浏览器的刷新频率，减少不必要的重绘；使用时需在回调函数中再次调用requestAnimationFrame实现动画循环，回调函数会接收一个时间戳参数，用于计算动画进度，常被用于实现高性能的DOM动画、滚动动画等，也可结合它优化页面渲染时机，比如将DOM更新操作放入回调中，避免频繁重排重绘。,3,web前端开发,性能优化、requestAnimationFrame、重绘、节流,技术知识
css加载会造成阻塞吗？,CSS加载是否阻塞需分场景判断，首先CSS加载会阻塞DOM的渲染，但不会阻塞DOM的解析，浏览器解析HTML时遇到link标签引用CSS，会并行下载CSS文件，同时继续解析DOM，但在CSSOM构建完成前，浏览器不会将DOM和CSSOM合并为渲染树，因此页面无法渲染，呈现白屏状态，即CSS加载阻塞渲染；其次，若JS脚本在CSS加载完成前执行，JS会等待CSSOM构建完毕，此时CSS加载会间接阻塞JS执行，而JS执行又会阻塞DOM解析，因此CSS加载可能通过JS间接阻塞DOM解析；此外，异步加载的CSS（如通过动态创建link标签、设置media属性为noexist）不会阻塞渲染，仅当CSS加载完成并生效时才会触发重绘，因此CSS加载的阻塞核心是针对渲染和依赖CSSOM的JS执行，而非DOM解析本身。,2,web前端开发,性能优化、Webpack、Gzip、进程,技术知识
什么是内存泄漏？什么原因会导致呢？,内存泄漏指程序运行过程中，已分配的内存不再被使用，但无法被垃圾回收机制回收，导致内存占用持续升高，最终可能引发页面卡顿、崩溃甚至浏览器进程异常。导致内存泄漏的原因主要有：意外创建的全局变量，如未声明的变量挂载到window上，无法被回收；未清理的事件监听器，如addEventListener绑定事件后，组件销毁或元素移除时未调用removeEventListener；闭包滥用，闭包会保留对外部变量的引用，若闭包长期存在，外部变量无法被回收；未清理的定时器/计时器，如setInterval未被clearInterval，即使页面跳转，定时器仍会运行并持有变量引用；DOM元素引用丢失，如已移除的DOM元素仍被JS变量引用，导致DOM节点无法被回收；大量未释放的缓存，如无限向数组/对象中添加数据，未做清理；第三方库使用不当，未遵循其销毁机制，导致内部资源无法释放。,4,web前端开发,性能优化、内存泄漏、垃圾回收、useEffect,技术知识
如何用webpack来优化前端性能？,使用webpack优化前端性能可从资源体积、加载效率、构建效率三方面入手，首先优化资源体积，通过tree-shaking剔除未使用的代码，开启mode: production自动压缩JS/CSS，使用css-loader+mini-css-extract-plugin提取并压缩CSS，借助compression-webpack-plugin生成Gzip压缩包，减小文件体积；其次拆分代码块，用splitChunksPlugin拆分公共依赖（如第三方库）和业务代码，避免重复打包，通过dynamic import实现路由/组件懒加载，减少首屏加载体积；优化加载效率，配置resolve.alias简化模块路径解析，减少查找时间，使用cache-loader缓存编译结果，提升二次构建速度，对图片、字体等资源，用url-loader/file-loader将小资源转为base64，减少HTTP请求；此外，使用webpack-bundle-analyzer分析包体积，定位过大的模块，替换轻量级第三方库，开启scope hoisting合并模块作用域，减少代码冗余，还可配置externals将大型第三方库（如React、Vue）通过CDN引入，不打入打包文件，进一步减小包体积。,3,web前端开发,性能优化、Code Splitting、Tree Shaking、Webpack,技术知识
说说常规的前端性能优化手段,常规的前端性能优化手段覆盖资源加载、页面渲染、代码执行、网络传输等维度，资源加载层面，压缩JS/CSS/图片等资源体积，开启GZip压缩，利用CDN加速静态资源分发，对非首屏资源采用懒加载（如图片、组件），拆分大体积代码块实现按需加载，通过HTTP缓存（强缓存、协商缓存）减少重复请求；页面渲染层面，内联首屏关键CSS，异步加载非核心CSS，优化CSS选择器减少匹配耗时，避免使用昂贵CSS属性，减少重排重绘，利用requestAnimationFrame优化动画，使用虚拟列表优化长列表渲染；代码执行层面，简化复杂计算逻辑，利用Web Workers处理密集型任务，对高频函数做节流/防抖，缓存重复计算结果，避免内存泄漏；网络传输层面，开启DNS预解析，减少HTTP请求数（如CSS Sprite合并图标、合并接口请求），使用HTTP/2提升并发请求效率，优化接口响应速度；此外，优化DOM结构，减少嵌套层级，合理使用虚拟DOM，框架层面做组件缓存、状态优化，生产环境去除冗余代码和调试信息，全链路监控性能指标并持续迭代优化。,3,web前端开发,性能优化、Cookie、Buffer、预加载,技术知识
什么是CSS Sprites？,CSS Sprites（雪碧图/精灵图）是一种前端性能优化技术，核心是将页面中多个小图标、小背景图合并为一张单独的图片，通过CSS的background-position属性定位到具体的图标位置，从而展示对应的图标。使用CSS Sprites的核心优势是减少HTTP请求数量，因为单个合并后的图片仅需一次请求，避免了多个小图片的多次请求，降低网络延迟和服务器压力；同时，合并后的图片体积通常小于所有小图片体积之和，进一步减小资源加载体积。实现时需先将所有小图标按一定规则排列合并为一张雪碧图，再为每个图标对应的元素设置background-image为雪碧图，通过调整background-position的x、y坐标，显示雪碧图中对应的图标区域，需注意图标之间预留足够间距，避免定位偏差，且雪碧图的尺寸不宜过大，防止单次加载耗时过长。,2,web前端开发,性能优化、position,技术知识
CSS优化、提高性能的方法有哪些？,CSS优化提升性能的核心是减少浏览器解析、渲染开销和资源加载耗时，首先内联首屏关键CSS，让浏览器下载HTML后立即渲染首屏，非首屏CSS异步加载，避免阻塞渲染；压缩CSS资源，去除空白、注释，减小文件体积；优化选择器写法，CSS匹配从右往左，避免嵌套三层以上复杂选择器，不用通配符和低效属性选择器，id选择器无需嵌套，减少匹配耗时；减少使用box-shadow、filter等昂贵属性，这类属性会增加重绘开销；避免使用@import引入CSS，因其阻塞并行下载，改用link标签；利用CSS继承特性，避免重复编写可继承的属性（如字体、颜色）；使用CSS Sprites合并小图标，减少HTTP请求，将小图标转为base64编码嵌入页面；CSS3动画优先使用transform和opacity，避免left、top等触发重排的属性；减少重排重绘，批量修改DOM样式时先隐藏元素，修改后再显示，或使用DocumentFragment；此外，合理组织CSS代码，拆分公共样式，避免样式冗余，提升解析效率。,3,web前端开发,性能优化,技术知识
script 标签中， async 和 defer 两个属性有什么用途和区别？,script标签的async和defer属性均用于异步加载JS文件，避免默认情况下JS加载执行阻塞DOM解析和渲染。async属性的作用是让浏览器异步下载JS文件，下载完成后立即暂停DOM解析执行该JS，执行完毕后恢复DOM解析，多个带async的脚本执行顺序不确定，取决于下载完成的先后；defer属性同样让浏览器异步下载JS文件，但下载完成后不会立即执行，而是等待整个DOM解析完成、DOMContentLoaded事件触发前执行，多个带defer的脚本会按在页面中出现的顺序执行。二者核心区别在于执行时机，async是下载完成即执行，不保证顺序，适合无依赖的独立脚本；defer是DOM解析完成后执行，保证顺序，适合需按顺序执行且依赖DOM的脚本，二者均能减少JS对DOM解析的阻塞，提升页面加载性能，而默认的script标签会同步下载并执行，阻塞DOM解析和渲染。,3,web前端开发,性能优化,技术知识
