题目,答案要点,难度,相关岗位,标签,题目类型
将下面的数组转成树状结构,数组转树状结构需先确定数组项的主键（id）、父键（parentId），首先遍历数组，以id为键、数组项为值构建映射表，再遍历数组，根据parentId找到父节点，将当前项添加到父节点的children数组中，若parentId为0或null则作为根节点。最终收集所有根节点组成树状结构，需处理空数组、无父节点、循环引用等边界情况，确保每个节点的children属性存在且为数组。,5,web前端开发/通用,编程题、浅拷贝、递归、const,场景题
编写一个vue组件，组件内部使用插槽接收外部内容，v-model双向绑定，实现折叠展开的功能,Vue组件中，通过props接收v-model绑定的值（如visible），触发update:visible事件实现双向绑定；定义折叠/展开的状态变量（可复用props的visible），模板中用插槽接收外部内容，设置折叠区域的显示隐藏（v-show或v-if），添加点击按钮切换状态，点击时触发事件更新visible值。组件需声明model选项（指定prop和event），确保v-model生效，插槽可设置默认内容，折叠展开时添加过渡动画（<transition>包裹内容），样式上区分折叠和展开状态，支持自定义折叠触发按钮的样式。,3,web前端开发/通用,编程题、双向绑定、v-model、this、插槽,场景题
实现lodash的set和get方法,get方法接收对象、路径（字符串或数组）、默认值，遍历路径，逐层访问对象属性，若某一层属性不存在则返回默认值，处理路径的分隔符（如a.b.c拆分）。set方法接收对象、路径、值，遍历路径，若中间层属性不存在则创建（对象或数组），最后一层设置为目标值，处理路径为数组的情况，支持数组索引路径（如a[0].b），确保修改原对象的属性。,3,web前端开发/通用,编程题、递归、let、const,场景题
去除字符串中出现次数最少的字符，不改变原字符串的顺序,首先遍历字符串，统计每个字符的出现次数（用对象或Map），找到最小出现次数，再遍历原字符串，过滤掉出现次数等于最小次数的字符，拼接剩余字符，保持原顺序。需处理多个字符出现次数同为最少的情况（均过滤），空字符串、单字符字符串等边界，统计次数时区分大小写（如需忽略则统一转小写）。,3,web前端开发/通用,编程题、let、const,场景题
实现一个批量请求函数，要求能够限制并发量,批量请求函数接收请求列表、并发数，核心用Promise和队列实现。维护一个执行队列和结果列表，先执行前N个请求（N为并发数），每个请求完成后，从队列中取出下一个请求执行，直至所有请求完成。用async/await处理异步，通过递归或循环控制并发数，每个请求执行后记录结果，最终返回所有结果的Promise，需处理请求失败的情况（不中断整体流程，记录错误结果）。,5,web前端开发/通用,编程题、Promise、HTTPS、递归,场景题
树转数组,树转数组采用遍历方式，深度优先（前序、中序、后序）或广度优先（层序）遍历树节点，将每个节点的信息存入数组。深度优先可通过递归实现，访问节点时推入数组，再递归处理子节点；广度优先用队列实现，依次取出节点推入数组，再将子节点入队。需保留节点的层级、父节点等信息（如需），处理空树、叶子节点等情况，确保数组顺序符合遍历规则。,2,web前端开发/通用,编程题、递归、let、const,场景题
删除链表的一个节点,删除链表节点需区分情况：若节点是头节点，直接将头指针指向下一节点；若节点是中间节点，找到其前驱节点，将前驱节点的next指向当前节点的next；若节点是尾节点，将前驱节点的next置为null。若仅给定要删除的节点（无链表头），且节点非尾节点，可将该节点的值替换为下一节点的值，再删除下一节点；若为尾节点则需遍历链表找到前驱。需处理空链表、单节点链表、删除节点不存在等边界，确保链表引用正确，无内存泄漏。,3,web前端开发/通用,编程题、内存泄漏、垃圾回收、链表,场景题
请实现一个函数，要求能在页面请求很多时，尽可能快地按照顺序输出返回的结果,函数需维护请求队列和结果队列，记录每个请求的索引，发送请求时保留索引信息，请求完成后将结果存入对应索引位置，同时维护已完成的请求计数，每当有请求完成，按顺序检查结果队列，输出连续已完成的结果。可结合Promise.all的思路，但允许请求乱序完成，按序输出，用async/await和Promise控制，确保先发送的请求结果先输出，即使后续请求先完成也需等待前面的结果输出后再输出。,5,web前端开发/通用,编程题、Promise、async/await、HTTPS,场景题
实现一个请求函数：fetchWithRetry，要求会最多自动重试 3 次，任意一次成功就直接返回,fetchWithRetry接收请求参数和重试次数（默认3），内部封装fetch请求，使用递归或循环实现重试。请求失败（网络错误、状态码非200等）时，若剩余重试次数大于0则延迟重试（可设置间隔），否则返回失败Promise。需捕获fetch的错误，区分网络错误和业务错误，确保仅在失败时重试，成功则立即返回响应数据，重试次数递减，控制重试间隔避免频繁请求。,2,web前端开发/通用,编程题、Promise、const、Fetch,场景题
链表中，环的入口节点,找链表环的入口节点可采用快慢指针法：快指针每次走两步，慢指针每次走一步，若存在环则两指针相遇；相遇后，将快指针重置为头节点，快慢指针均每次走一步，再次相遇的节点即为环的入口。原理是相遇时慢指针走了s步，快指针走了2s步，环长为r，s = nr + a（a为头到入口的步数），2s = s + mr，故s = mr，快指针从头走a步，慢指针从相遇点走a步（mr - (s - a) = a），最终相遇于入口。需处理无环链表、单节点链表等情况，先判断是否有环，再找入口。,5,web前端开发/通用,编程题、链表、let、var,场景题
多叉树指定层节点的个数,多叉树指定层节点个数通过层序遍历（广度优先）实现，维护当前层级和节点队列，初始时根节点入队，层级为0；遍历队列时，记录当前层的节点数，若当前层级等于目标层级则返回该数量，否则将当前层所有节点的子节点入队，层级加1，直至遍历到目标层级。若树为空或目标层级大于树的深度，返回0，递归实现可记录当前层级，遍历节点子节点时层级加1，统计目标层级的节点数。,3,web前端开发/通用,编程题、递归、let、const,场景题
请手写“快速排序”,快速排序采用分治思想，选择一个基准元素（如数组第一个元素、最后一个或中间元素），将数组分为小于基准和大于基准的两部分，递归排序两部分。步骤：若数组长度<=1则返回；选择基准，遍历数组，小于基准的放入左数组，大于的放入右数组；递归排序左、右数组，拼接左数组+基准+右数组。优化可选择随机基准，避免最坏情况（有序数组），处理重复元素时可将等于基准的元素分到中间，减少递归深度。,5,web前端开发/通用,编程题、递归、排序、let,场景题
使用 js 实现有序数组原地去重,有序数组原地去重利用双指针法，慢指针i初始为0，快指针j初始为1；遍历数组，若nums[j] !== nums[i]，则i++，将nums[j]赋值给nums[i]；遍历结束后，数组前i+1个元素为去重后的结果，返回i+1。需处理空数组、单元素数组，确保原地修改数组，不创建新数组，时间复杂度O(n)，空间复杂度O(1)。,3,web前端开发/通用,编程题、let、const,场景题
计算出下面数组中的平均时间,首先将数组中的时间字符串（如hh:mm:ss）转换为秒数，遍历数组，拆分时、分、秒，计算总秒数（时*3600 + 分*60 + 秒），累加所有元素的秒数，除以数组长度得到平均秒数，再将平均秒数转换回时间格式（hh:mm:ss），处理整除和余数，确保时间格式规范（如分钟不足10补0），处理空数组、非时间格式字符串等边界。,3,web前端开发/通用,编程题、const,场景题
Promise 的 finally 怎么实现的？,"Promise的finally无论Promise状态是resolved还是rejected，都会执行回调，且返回新的Promise，回调无参数，且透传原Promise的结果。实现时，给Promise.prototype添加finally方法，接收回调函数，返回this.then(
  value => Promise.resolve(callback()).then(() => value),
  reason => Promise.resolve(callback()).then(() => { throw reason })
)，确保回调执行后，成功则透传值，失败则透传错误，处理回调为异步的情况，保证finally的回调执行完毕后再处理原Promise的结果。",5,web前端开发/通用,编程题、原型链、Promise、this,场景题
"实现一个函数, 可以间隔输出",函数接收数组（或值列表）、间隔时间，使用setTimeout递归实现，遍历列表，每次输出一个值后，设置下一个setTimeout输出下一个值，直至所有值输出完毕。或用async/await结合setTimeout封装的延迟函数，循环遍历列表，每次输出后等待指定间隔。需处理空列表、间隔为0、异步输出顺序等情况，确保输出间隔符合要求。,2,web前端开发/通用,编程题、let、const,场景题
不定长二维数组的全排列,不定长二维数组的全排列采用递归回溯法，递归函数接收当前排列结果、当前处理的数组索引，若索引等于数组长度则将当前排列加入结果集；否则遍历当前索引的数组元素，将元素加入当前排列，递归处理下一个索引，递归返回后回溯（移除当前元素）。处理空数组、子数组为空的情况，确保全排列覆盖所有组合，无重复遗漏。,5,web前端开发/通用,编程题、动态规划、let、const,场景题
"两个字符串对比, 得出结论都做了什么操作, 比如插入或者删除？",通过动态规划构建编辑距离矩阵，记录两个字符串的编辑操作（插入、删除、替换）。首先构建m*n矩阵，dp[i][j]表示字符串1前i个字符转字符串2前j个字符的最少操作数；初始化第一行（插入）、第一列（删除）；填充矩阵，若字符相等则dp[i][j] = dp[i-1][j-1]，否则取插入（dp[i][j-1]+1）、删除（dp[i-1][j]+1）、替换（dp[i-1][j-1]+1）的最小值；回溯矩阵，根据dp值的来源判断操作类型，记录所有操作步骤，最终输出插入、删除、替换的具体位置和字符。,5,web前端开发/通用,编程题、动态规划、let、const,场景题
实现一个方法，从某个数值数组中，获取最小正数（非零非负数）的索引值,方法首先遍历数组，筛选出所有正数（>0），若无正数则返回-1；找到其中的最小值，再遍历数组，找到第一个等于该最小值的元素的索引。需处理数组为空、无正数、多个相同最小正数的情况，确保返回第一个出现的最小正数的索引，区分0和负数，仅考虑大于0的数。,3,web前端开发/通用,编程题、let,场景题
实现一个等待函数，支持让 async 函数在执行时暂停一段时间，函数的入参为暂停的时间,等待函数返回一个Promise，在Promise中使用setTimeout，延迟时间为入参的毫秒数，延迟结束后resolve。async函数中可通过await调用该等待函数，实现暂停。函数需校验入参为非负数字，默认值可选，确保暂停时间准确，不阻塞事件循环。,5,web前端开发/通用,编程题、Promise、async/await,场景题
使用正则表达式实现以下需求：筛选出数组中只包含大小写字母的字符串，并将结果转换成大写,首先定义正则表达式/^[A-Za-z]+$/，匹配仅包含大小写字母的字符串；遍历数组，用test方法筛选符合条件的字符串；对筛选后的每个字符串调用toUpperCase方法转换为大写，返回处理后的数组。需处理空数组、空字符串、包含特殊字符/数字的字符串，确保正则匹配准确，无遗漏或误判。,3,web前端开发/通用,编程题、正则表达式、const、Map,场景题
实现一个将多维数组展示的方法,方法采用递归遍历多维数组，若元素是数组则继续递归，否则收集元素；或用迭代法（栈/队列），将数组入队，遍历队列，取出元素若为数组则拆分为单个元素入队，否则收集。展示方式可选择平铺为一维数组返回，或按层级格式化输出（如缩进显示层级），处理空数组、深层嵌套数组，确保所有元素都被遍历展示。,3,web前端开发/通用,编程题、递归、let、var,场景题
使用TS实现一个判断传入参数是否是数组类型的方法？,TypeScript中，方法接收泛型参数T，首先通过typeof判断是否为object且非null，再通过Array.isArray()判断是否为数组，结合类型守卫，返回布尔值，同时定义类型谓词，使方法返回true时，参数类型被推断为数组。方法需处理null、undefined、基本类型、对象等边界，确保类型判断准确，类型推断生效。,4,web前端开发/通用,编程题,场景题
给某个资源的链接，如 https://www.baidu.com/index.html ，请实现一个方法，获取该资源的后缀，如 html,方法首先处理链接，去除参数和哈希（分割?和#，取第一部分），再通过split('.')拆分路径，取最后一部分作为后缀；若路径无.则返回空字符串，处理特殊情况（如链接以.结尾、多个.的情况，如a.b.c取c）。需校验链接是否为空，处理不同格式的URL（如相对路径、绝对路径），确保正确提取后缀。,3,web前端开发/通用,编程题、HTTPS、var,场景题
请对以下数组，根据 `born` 的值降序排列,使用数组的sort方法，传入比较函数，比较两个元素的born属性，若a.born > b.born则返回-1，若a.born < b.born则返回1，否则返回0，实现降序排列。需处理born属性为undefined、非数字的情况，确保排序稳定，不改变原数组（可选创建副本排序），兼容不同数据类型的born值（如字符串数字转数字后比较）。,3,web前端开发/通用,编程题、排序,场景题
版本号排序,版本号排序需将版本号字符串按.拆分为数字数组，比较数组的每一位数字，从高位到低位依次比较，若某一位数字大则版本号高，若位数不足则补0。实现sort方法的比较函数，将两个版本号拆分后逐位比较，返回比较结果，实现升序或降序排列。处理非标准版本号（如包含字母、空字符串），确保比较逻辑符合版本号规则。,2,web前端开发/通用,编程题、排序、语义化、const,场景题
实现以下转换，合并连续的数字,首先将数字数组排序，遍历数组，维护当前连续区间的起始和结束值，若当前数字等于结束值+1则扩展结束值，否则将当前区间加入结果，重置起始和结束值；遍历结束后处理最后一个区间，将区间转换为字符串（如1-3、5），拼接结果。处理空数组、单元素数组、非连续数组，确保连续数字合并正确，格式规范。,3,web前端开发/通用,编程题、let、const,场景题
使用css实现一个无限循环动画,使用CSS@keyframes定义动画关键帧，设置元素的变化（如位移、旋转、透明度），给元素添加animation属性，指定动画名称、时长、timing-function、iteration-count为infinite，实现无限循环。需确保动画无卡顿，关键帧设置合理，兼容不同浏览器，可添加animation-fill-mode和animation-play-state控制动画状态，例如实现无限旋转的动画：定义@keyframes rotate { 0% { transform: rotate(0deg); } 100% { transform: rotate(360deg); } }，元素设置animation: rotate 3s linear infinite;。,3,web前端开发/通用,编程题、class,场景题
用es5如何实现 let 和 const ？,ES5中无块级作用域，let和const的块级作用域可通过立即执行函数（IIFE）模拟，将变量封装在函数作用域中，实现块级隔离。let的变量可修改，const的变量不可修改，可通过定义对象属性并设置writable为false实现常量，或用闭包封装变量，仅暴露读取方法，禁止修改。模拟let时，IIFE内声明变量并使用；模拟const时，使用Object.defineProperty定义不可写、不可配置的属性，或闭包保存变量，赋值后禁止重新赋值，处理变量提升问题，确保符合let和const的特性（无变量提升、块级作用域、const只读）。,3,web前端开发/通用,编程题、Object.defineProperty、枚举、Babel、let,场景题
写一个返回数据类型的函数，要求自定义的类实例化的对象返回定义的类名,函数首先判断值的类型，基本类型用typeof判断，null返回'Null'，数组用Array.isArray判断返回'Array'，对象类型通过constructor.name获取类名，若为自定义类实例则返回类名，内置对象（如Date、RegExp）返回对应名称，处理Symbol、BigInt等类型，确保覆盖所有数据类型，自定义类实例能正确返回类名，而非'Object'。,2,web前端开发/通用,编程题、原型链、继承、const,场景题
手写一个 jsonp,JSONP利用script标签跨域特性，创建script标签，设置src为请求地址+回调函数名，定义全局回调函数，接收服务端返回的数据，执行后删除script标签。步骤：生成唯一回调函数名，避免冲突；创建script标签，src拼接回调参数；挂载回调函数到window，接收数据后执行回调，移除script标签；处理请求超时，设置setTimeout，超时后删除script标签并执行错误回调。需注意回调函数名的唯一性，避免全局污染，处理服务端返回的数据格式，确保回调函数正确执行。,5,web前端开发/通用,编程题、同源策略、跨域、Promise、JSONP,场景题
